#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
Pyruvate metabolism,n/a,map00620,2,156,1,1.03353057199211,"Q9M1G8, O82191",,Q9M1G8; O82191
Biosynthesis of secondary metabolites,n/a,map01110,88,2085,6.28592775316654E-17,8.23456535664817E-15,"B3H5Q1, Q9SAA9, O65378, Q9M9V6, Q84P25, F4I1A6, Q9ZWJ3, Q8L743, O82768, Q9MA74, Q94LA4, Q9LPM8, Q682B4, Q9CAN8, Q9SH69, Q9S777, Q94A41, Q9C998, Q9SSP5, P92976, A0A178WFN8, Q94JS4, Q8LAH7, Q8GYB8, Q9C9S4, Q9M9F5, Q8LEA2, Q9C971, Q9ZT84, Q9M040, F4JW83, Q9FG34, P50287, F4KFG5, Q9FMT1, Q9LFJ8, Q9FK50, Q39034, A0A1P8BG25, Q9FN52, O82462, Q9LVY1, Q6NKX1, Q9FL16, Q9FI37, F4J5Z7, Q8L7W7, Q9S702, Q9SR86, Q9SR37, Q9LIB9, Q9LUE1, Q9LV33, P48523, Q9LE06, Q39085, P28297, Q9LIR6, P42738, P92983, Q9LHR4, O22241, Q9SMU8, Q8LG70, Q9M1B9, Q9LZX6, Q9ZPS4, Q9SI61, Q8L7R2, Q67X99, Q501D8, O48780, Q7G9P4, Q9ZW22, O80831, Q9M111, Q9SVQ9, P48421, Q9SVM4, O49561, Q9SB81, Q93ZI4, Q67Y55, O65782, Q8VY26, O81755, O49485, O81346",,B3H5Q1; Q9SAA9; O65378; Q9M9V6; Q84P25; F4I1A6; Q9ZWJ3; Q8L743; O82768; Q9MA74; Q94LA4; Q9LPM8; Q682B4; Q9CAN8; Q9SH69; Q9S777; Q94A41; Q9C998; Q9SSP5; P92976; A0A178WFN8; Q94JS4; Q8LAH7; Q8GYB8; Q9C9S4; Q9M9F5; Q8LEA2; Q9C971; Q9ZT84; Q9M040; F4JW83; Q9FG34; P50287; F4KFG5; Q9FMT1; Q9LFJ8; Q9FK50; Q39034; A0A1P8BG25; Q9FN52; O82462; Q9LVY1; Q6NKX1; Q9FL16; Q9FI37; F4J5Z7; Q8L7W7; Q9S702; Q9SR86; Q9SR37; Q9LIB9; Q9LUE1; Q9LV33; P48523; Q9LE06; Q39085; P28297; Q9LIR6; P42738; P92983; Q9LHR4; O22241; Q9SMU8; Q8LG70; Q9M1B9; Q9LZX6; Q9ZPS4; Q9SI61; Q8L7R2; Q67X99; Q501D8; O48780; Q7G9P4; Q9ZW22; O80831; Q9M111; Q9SVQ9; P48421; Q9SVM4; O49561; Q9SB81; Q93ZI4; Q67Y55; O65782; Q8VY26; O81755; O49485; O81346
Microbial metabolism in diverse environments,n/a,map01120,22,663,0.00110659524510566,0.008785695582354,"Q8L743, Q94LA4, Q9SH69, Q9C998, Q9SSP5, P11832, Q38946, O82462, F4J5Z7, Q9S702, Q9LVI8, P28297, P32962, P32961, Q8LG70, Q9M1G8, Q9LZX6, Q9ZPS4, Q8L7R2, O82191, Q9SVM4, O49485",,Q8L743; Q94LA4; Q9SH69; Q9C998; Q9SSP5; P11832; Q38946; O82462; F4J5Z7; Q9S702; Q9LVI8; P28297; P32962; P32961; Q8LG70; Q9M1G8; Q9LZX6; Q9ZPS4; Q8L7R2; O82191; Q9SVM4; O49485
Glycerolipid metabolism,n/a,map00561,2,104,0.671358858067551,0.768104894382962,"Q9C5W0, Q9CAN8",,Q9C5W0; Q9CAN8
beta-Alanine metabolism,n/a,map00410,1,75,1,1.03353057199211,Q9ZPS4,,Q9ZPS4
Monobactam biosynthesis,n/a,map00261,2,27,0.0678448629862384,0.214160892799933,"Q9S702, Q9LZX6",,Q9S702; Q9LZX6
Purine metabolism,n/a,map00230,3,167,0.742338431576436,0.81038612113761,"Q9CAD1, Q8L7W7, Q9SI61",,Q9CAD1; Q8L7W7; Q9SI61
Plant hormone signal transduction,n/a,map04075,26,496,1.14572019099445E-07,5.00297816734245E-06,"Q84MC7, Q39204, Q9M7Q4, Q9LPM7, Q38824, Q9ZWS9, Q9C8Y3, Q9SX27, Q9CAJ0, A0A178UED2, Q8L746, O80338, Q8GXW1, O24409, Q8RXG3, Q9LES3, O82333, O22190, O80992, Q9SHC2, Q9ZVC2, Q9ZNS2, Q38832, Q9ZSY8, Q940H6, Q9M7Q3",,Q84MC7; Q39204; Q9M7Q4; Q9LPM7; Q38824; Q9ZWS9; Q9C8Y3; Q9SX27; Q9CAJ0; A0A178UED2; Q8L746; O80338; Q8GXW1; O24409; Q8RXG3; Q9LES3; O82333; O22190; O80992; Q9SHC2; Q9ZVC2; Q9ZNS2; Q38832; Q9ZSY8; Q940H6; Q9M7Q3
Regulation of actin cytoskeleton,n/a,map04810,4,119,0.109280452946507,0.270108289358347,"Q1ECJ7, P30366, P48486, Q38912",,Q1ECJ7; P30366; P48486; Q38912
Bacterial invasion of epithelial cells,n/a,map05100,2,48,0.168046013800033,0.327346138406013,"Q1ECJ7, Q38912",,Q1ECJ7; Q38912
Pathogenic Escherichia coli infection,n/a,map05130,4,152,0.29785213458555,0.451082423476383,"Q1ECJ7, Q9FJH6, Q56YW9, Q38912",,Q1ECJ7; Q9FJH6; Q56YW9; Q38912
Shigellosis,n/a,map05131,10,241,0.00446065789127528,0.0271788922677703,"Q1ECJ7, P59169, Q9FMY5, Q9FKQ3, Q9C9Y7, Q9C566, P59232, Q8H159, Q38912, Q56W08",,Q1ECJ7; P59169; Q9FMY5; Q9FKQ3; Q9C9Y7; Q9C566; P59232; Q8H159; Q38912; Q56W08
Salmonella infection,n/a,map05132,6,230,0.167862582304635,0.330676665893341,"Q1ECJ7, P51818, P55737, Q9FNR3, Q9STX5, Q38912",,Q1ECJ7; P51818; P55737; Q9FNR3; Q9STX5; Q38912
Fc gamma R-mediated phagocytosis,n/a,map04666,2,106,0.674959626132561,0.765538623578922,"Q1ECJ7, Q38912",,Q1ECJ7; Q38912
"Glycine, serine and threonine metabolism",n/a,map00260,6,123,0.0125128860369071,0.0618561536164087,"Q9SSP5, Q9S702, Q9SR86, Q8L7R2, Q9SVM4, O49485",,Q9SSP5; Q9S702; Q9SR86; Q8L7R2; Q9SVM4; O49485
Tyrosine metabolism,n/a,map00350,2,59,0.226913640099747,0.383557249716993,"Q9LVY1, Q67Y55",,Q9LVY1; Q67Y55
Phenylalanine metabolism,n/a,map00360,2,49,0.173294215631759,0.331409375879715,"Q9LVY1, Q67Y55",,Q9LVY1; Q67Y55
Isoquinoline alkaloid biosynthesis,n/a,map00950,2,32,0.0893971046865827,0.23658627704934,"Q9LVY1, Q67Y55",,Q9LVY1; Q67Y55
"Tropane, piperidine and pyridine alkaloid biosynthesis",n/a,map00960,2,54,0.199889478126717,0.351483511873824,"Q9LVY1, Q67Y55",,Q9LVY1; Q67Y55
Autophagy - yeast,n/a,map04138,1,145,0.728828675140349,0.805709337074984,Q9LVP9,,Q9LVP9
Phenylpropanoid biosynthesis,n/a,map00940,16,280,1.08629163931506E-05,0.000189738939667031,"B3H5Q1, Q682B4, Q9S777, F4JW83, Q9FG34, Q39034, A0A1P8BG25, Q9FL16, Q9SR37, Q9LV33, P48523, Q9LVF0, Q9SMU8, Q9SB81, Q93ZI4, O81755",,B3H5Q1; Q682B4; Q9S777; F4JW83; Q9FG34; Q39034; A0A1P8BG25; Q9FL16; Q9SR37; Q9LV33; P48523; Q9LVF0; Q9SMU8; Q9SB81; Q93ZI4; O81755
Starch and sucrose metabolism,n/a,map00500,19,276,1.20265358217097E-07,4.50136055041136E-06,"B3H5Q1, F4I1A6, Q682B4, Q94A41, Q9CAC1, Q9C9H5, Q9C9S4, F4KFG5, A0A1P8BG25, Q9SR37, Q9LIB9, Q9LV33, Q9LIR6, Q9M1B9, Q9ZU91, Q67X99, O80831, Q9M111, Q93ZI4",,B3H5Q1; F4I1A6; Q682B4; Q94A41; Q9CAC1; Q9C9H5; Q9C9S4; F4KFG5; A0A1P8BG25; Q9SR37; Q9LIB9; Q9LV33; Q9LIR6; Q9M1B9; Q9ZU91; Q67X99; O80831; Q9M111; Q93ZI4
Cyanoamino acid metabolism,n/a,map00460,10,104,8.03246466004332E-06,0.000161885056994719,"B3H5Q1, Q682B4, P50287, A0A1P8BG25, Q9SR37, Q9LV33, P32962, P32961, Q9SVM4, Q93ZI4",,B3H5Q1; Q682B4; P50287; A0A1P8BG25; Q9SR37; Q9LV33; P32962; P32961; Q9SVM4; Q93ZI4
Hedgehog signaling pathway,n/a,map04340,2,48,0.168046013800033,0.327346138406013,"Q9LQ95, A1L4W5",,Q9LQ95; A1L4W5
Hedgehog signaling pathway - fly,n/a,map04341,2,81,0.346444608918894,0.507086522551677,"Q9LQ95, A1L4W5",,Q9LQ95; A1L4W5
MAPK signaling pathway - plant,n/a,map04016,9,238,0.0117455757610527,0.05917963171915,"Q84MC7, P60838, Q39204, Q9LPM7, Q9CAJ0, P19171, Q8RXG3, O80992, Q940H6",,Q84MC7; P60838; Q39204; Q9LPM7; Q9CAJ0; P19171; Q8RXG3; O80992; Q940H6
Plant-pathogen interaction,n/a,map04626,10,339,0.0415684420440757,0.14717475426416,"Q9LPM7, Q9C9U8, P51818, P55737, Q9FG77, Q9SS31, Q8RXG3, O48780, Q8GWD2, Q9STX5",,Q9LPM7; Q9C9U8; P51818; P55737; Q9FG77; Q9SS31; Q8RXG3; O48780; Q8GWD2; Q9STX5
Cell cycle,n/a,map04110,2,206,0.774303970290594,0.831424754984163,"Q9FNY0, P43299",,Q9FNY0; P43299
Cell cycle - yeast,n/a,map04111,1,167,0.526165262874865,0.64418363959446,P43299,,P43299
Meiosis - yeast,n/a,map04113,4,126,0.126587985962688,0.278706322035499,"O04376, P30366, P43299, P48486",,O04376; P30366; P43299; P48486
Oocyte meiosis,n/a,map04114,3,189,0.762800474402941,0.825841835923845,"O04376, P30366, P48486",,O04376; P30366; P48486
Ubiquitin mediated proteolysis,n/a,map04120,7,252,0.11208279359062,0.269410017621489,"F4JYG0, Q6NQ88, Q9C9Y7, P59232, Q8H159, O49552, O23239",,F4JYG0; Q6NQ88; Q9C9Y7; P59232; Q8H159; O49552; O23239
Viral carcinogenesis,n/a,map05203,9,227,0.00890882850815308,0.0466822613827221,"Q9LQQ4, P59259, P92985, P40283, O23629, Q9LZT0, O49552, Q39236, Q38912",,Q9LQQ4; P59259; P92985; P40283; O23629; Q9LZT0; O49552; Q39236; Q38912
Human T-cell leukemia virus 1 infection,n/a,map05166,6,168,0.0450847320935898,0.15542368169106,"Q38858, Q38798, Q9FM86, P92985, P29402, Q9FNY0",,Q38858; Q38798; Q9FM86; P92985; P29402; Q9FNY0
RNA degradation,n/a,map03018,5,187,0.213168551046504,0.367435265619632,"Q9FXA2, Q9LZ98, Q9FKB0, P29197, Q67XL4",,Q9FXA2; Q9LZ98; Q9FKB0; P29197; Q67XL4
Type I diabetes mellitus,n/a,map04940,2,19,0.0378885376539469,0.139814040356818,"P29197, Q9ZPS4",,P29197; Q9ZPS4
Legionellosis,n/a,map05134,6,81,0.00186163419507584,0.0128354778713124,"Q9S9N1, Q9FVT2, P22953, O65719, Q9LHA8, P29197",,Q9S9N1; Q9FVT2; P22953; O65719; Q9LHA8; P29197
Tuberculosis,n/a,map05152,3,129,0.449190658920269,0.574087573839564,"Q9LXV5, P29197, Q8VY64",,Q9LXV5; P29197; Q8VY64
Longevity regulating pathway - worm,n/a,map04212,10,180,0.000575427388101321,0.0050253991894182,"Q9SHH7, Q8GYM1, Q9ZRW8, Q9LZ06, Q39152, Q9FHE1, Q9SR36, P29197, Q9ZW24, Q9ZW27",,Q9SHH7; Q8GYM1; Q9ZRW8; Q9LZ06; Q39152; Q9FHE1; Q9SR36; P29197; Q9ZW24; Q9ZW27
Protein processing in endoplasmic reticulum,n/a,map04141,26,364,2.98007465296683E-10,1.95194889769327E-08,"Q9MAU6, Q38858, Q9S9N1, P13853, Q9SYG1, Q9XIE3, Q9SFX3, P22953, Q38798, P42825, Q9LKR3, Q39043, P51818, P55737, P19037, P29402, Q944K2, Q9C9Y7, A0A384KB34, O65719, Q9LHA8, Q94AW8, Q9LZK5, Q38806, Q9STX5, Q8GUK7",,Q9MAU6; Q38858; Q9S9N1; P13853; Q9SYG1; Q9XIE3; Q9SFX3; P22953; Q38798; P42825; Q9LKR3; Q39043; P51818; P55737; P19037; P29402; Q944K2; Q9C9Y7; A0A384KB34; O65719; Q9LHA8; Q94AW8; Q9LZK5; Q38806; Q9STX5; Q8GUK7
Huntington disease,n/a,map05016,5,437,0.69361384401115,0.779943464081207,"Q9XIR8, F4JWS8, Q9FM86, Q56YW9, Q9SJ96",,Q9XIR8; F4JWS8; Q9FM86; Q56YW9; Q9SJ96
Synaptic vesicle cycle,n/a,map04721,1,106,1,1.03353057199211,Q42374,,Q42374
alpha-Linolenic acid metabolism,n/a,map00592,4,71,0.0250631878033859,0.105912180717534,"Q84P25, Q8LAH7, Q8GYB8, Q9SGH6",,Q84P25; Q8LAH7; Q8GYB8; Q9SGH6
Sphingolipid signaling pathway,n/a,map04071,3,119,0.268486971015279,0.418711823845257,"O04376, Q9ZPH4, Q38912",,O04376; Q9ZPH4; Q38912
PI3K-Akt signaling pathway,n/a,map04151,5,155,0.089107375928321,0.238225841767552,"P51818, P55737, O04376, Q9STX5, Q38912",,P51818; P55737; O04376; Q9STX5; Q38912
AMPK signaling pathway,n/a,map04152,1,141,0.727837119500646,0.808022564869362,O04376,,O04376
mRNA surveillance pathway,n/a,map03015,13,196,1.65083452695105E-05,0.000270324153788235,"Q9LPV8, Q9SEE9, A9LNK9, Q9FXA2, A0A1P8AMK1, Q9LYK6, Q6NQ72, Q8L773, O04376, A0A1P8AZU5, P30366, P48486, Q8GXS3",,Q9LPV8; Q9SEE9; A9LNK9; Q9FXA2; A0A1P8AMK1; Q9LYK6; Q6NQ72; Q8L773; O04376; A0A1P8AZU5; P30366; P48486; Q8GXS3
Human papillomavirus infection,n/a,map05165,1,212,0.384298048387831,0.532730627923872,O04376,,O04376
Adrenergic signaling in cardiomyocytes,n/a,map04261,3,81,0.127568963315984,0.277369862147616,"O04376, P30366, P48486",,O04376; P30366; P48486
Dopaminergic synapse,n/a,map04728,3,84,0.137568346224131,0.293031761875792,"O04376, P30366, P48486",,O04376; P30366; P48486
Peroxisome,n/a,map04146,3,144,0.481290468948181,0.596208524181671,"F4K2L8, Q94A82, Q39152",,F4K2L8; Q94A82; Q39152
cAMP signaling pathway,n/a,map04024,3,97,0.183623731769664,0.343638698026085,"P30366, P48486, Q38912",,P30366; P48486; Q38912
Carbon metabolism,n/a,map01200,9,480,0.449732335164805,0.571989668996015,"Q8L743, Q9SH69, Q9C998, Q38946, P28297, Q8LG70, O82191, Q9SVM4, O49485",,Q8L743; Q9SH69; Q9C998; Q38946; P28297; Q8LG70; O82191; Q9SVM4; O49485
Fatty acid metabolism,n/a,map01212,4,111,0.0909195485429026,0.235850710081589,"Q9LF04, Q9FK50, Q9M880, Q9SVQ9",,Q9LF04; Q9FK50; Q9M880; Q9SVQ9
Biosynthesis of unsaturated fatty acids,n/a,map01040,2,38,0.117458419577926,0.277244197562311,"Q9LF04, Q9M880",,Q9LF04; Q9M880
PPAR signaling pathway,n/a,map03320,2,64,0.254169254643335,0.420140976129676,"O82191, Q8H159",,O82191; Q8H159
MAPK signaling pathway - yeast,n/a,map04011,1,78,1,1.03353057199211,F4HQA1,,F4HQA1
Hippo signaling pathway,n/a,map04390,2,71,0.292394085298005,0.447995616070628,"P30366, P48486",,P30366; P48486
Hippo signaling pathway - fly,n/a,map04391,2,64,0.254169254643335,0.420140976129676,"Q8VYS8, Q0WQK2",,Q8VYS8; Q0WQK2
Hepatitis C,n/a,map05160,2,66,0.265097099707642,0.422221520507004,"F4JYG0, Q9FNY0",,F4JYG0; Q9FNY0
NOD-like receptor signaling pathway,n/a,map04621,3,117,0.260547334672568,0.418793875363268,"F4I111, P51818, P55737",,F4I111; P51818; P55737
Neurotrophin signaling pathway,n/a,map04722,1,84,1,1.03353057199211,Q38912,,Q38912
Glyoxylate and dicarboxylate metabolism,n/a,map00630,3,144,0.481290468948181,0.596208524181671,"Q9LVI8, P28297, Q9SVM4",,Q9LVI8; P28297; Q9SVM4
Methane metabolism,n/a,map00680,2,94,0.654699901931454,0.758988381885137,"Q9SVM4, O49485",,Q9SVM4; O49485
Circadian rhythm - plant,n/a,map04712,6,71,0.000989447046134901,0.0081010976902295,"Q6R0H1, O24646, Q9LVG4, Q8W1E3, Q8L500, P92973",,Q6R0H1; O24646; Q9LVG4; Q8W1E3; Q8L500; P92973
Epstein-Barr virus infection,n/a,map05169,5,154,0.0873229607584231,0.23831891373653,"Q38858, Q9XIR8, Q6NQ88, Q9FNY0, Q38912",,Q38858; Q9XIR8; Q6NQ88; Q9FNY0; Q38912
Pyrimidine metabolism,n/a,map00240,2,98,0.66106037914577,0.759639558492069,"A0A178WJZ2, Q9FKS0",,A0A178WJZ2; Q9FKS0
Nitrogen metabolism,n/a,map00910,5,79,0.00818447696648723,0.0446736034420761,"P11832, Q38946, Q9LVI8, P32962, P32961",,P11832; Q38946; Q9LVI8; P32962; P32961
Protein export,n/a,map03060,5,96,0.0171509113298935,0.0817007048805836,"Q9FXD4, A0A178UJQ1, Q9LKR3, Q39043, Q9FH46",,Q9FXD4; A0A178UJQ1; Q9LKR3; Q39043; Q9FH46
Parkinson disease,n/a,map05012,9,411,0.223752128127693,0.380669204996465,"F4I111, Q9XIR8, F4JWS8, Q9LKR3, Q39043, Q9FM86, Q56YW9, P59232, Q8H159",,F4I111; Q9XIR8; F4JWS8; Q9LKR3; Q39043; Q9FM86; Q56YW9; P59232; Q8H159
Prion diseases,n/a,map05020,4,20,0.000395045641347655,0.00369649850118163,"Q9LNB6, Q9LKR3, Q39043, Q9STH1",,Q9LNB6; Q9LKR3; Q39043; Q9STH1
Thyroid hormone synthesis,n/a,map04918,5,32,0.000203797088728415,0.00197758656469796,"Q38798, Q9LKR3, Q39043, P29402, Q9STX5",,Q38798; Q9LKR3; Q39043; P29402; Q9STX5
Antigen processing and presentation,n/a,map04612,15,78,8.48975130920529E-12,7.41438281003928E-10,"Q38858, Q9S9N1, Q9S7C0, P22953, Q38798, Q9LXV5, Q9LKR3, Q39043, P51818, P55737, P29402, O65719, Q9LHA8, Q9SKY8, Q8VY64",,Q38858; Q9S9N1; Q9S7C0; P22953; Q38798; Q9LXV5; Q9LKR3; Q39043; P51818; P55737; P29402; O65719; Q9LHA8; Q9SKY8; Q8VY64
Glucosinolate biosynthesis,n/a,map00966,8,47,1.44510305296831E-06,3.78616999877698E-05,"Q9LPM8, Q9FMT1, Q9FN52, Q9LE06, Q501D8, P48421, O65782, O81346",,Q9LPM8; Q9FMT1; Q9FN52; Q9LE06; Q501D8; P48421; O65782; O81346
2-Oxocarboxylic acid metabolism,n/a,map01210,9,126,0.000191493826577232,0.00192966856012442,"Q9LPM8, Q9FMT1, Q9FN52, Q9S702, Q9LE06, Q501D8, P48421, O65782, O81346",,Q9LPM8; Q9FMT1; Q9FN52; Q9S702; Q9LE06; Q501D8; P48421; O65782; O81346
Toxoplasmosis,n/a,map05145,4,81,0.0372714129100963,0.139501574034932,"Q9S9N1, P22953, O65719, Q9LHA8",,Q9S9N1; P22953; O65719; Q9LHA8
Drug metabolism - other enzymes,n/a,map00983,10,141,9.06376310532516E-05,0.00113081234933104,"Q9SHH7, Q9CAD1, Q8GYM1, Q9ZRW8, Q9LZ06, Q9FKS0, Q9FHE1, Q9SR36, Q9ZW24, Q9ZW27",,Q9SHH7; Q9CAD1; Q8GYM1; Q9ZRW8; Q9LZ06; Q9FKS0; Q9FHE1; Q9SR36; Q9ZW24; Q9ZW27
Amino sugar and nucleotide sugar metabolism,n/a,map00520,11,249,0.00185217209858578,0.013115380806202,"Q9LY82, Q9FK51, P19171, Q9M2U5, Q9M1B9, O24603, O22842, O22141, O81312, F4JTY7, O81862",,Q9LY82; Q9FK51; P19171; Q9M2U5; Q9M1B9; O24603; O22842; O22141; O81312; F4JTY7; O81862
Zeatin biosynthesis,n/a,map00908,5,59,0.00256982051190128,0.0168323243529534,"Q9ZWJ3, Q67YU0, Q9LTS3, O22213, Q9FUJ2",,Q9ZWJ3; Q67YU0; Q9LTS3; O22213; Q9FUJ2
One carbon pool by folate,n/a,map00670,1,32,0.387441003342502,0.532858492786013,Q9SVM4,,Q9SVM4
Alzheimer disease,n/a,map05010,6,426,1,1.03353057199211,"F4I111, Q9XIR8, F4JWS8, Q9FM86, Q56YW9, Q9C566",,F4I111; Q9XIR8; F4JWS8; Q9FM86; Q56YW9; Q9C566
Spinocerebellar ataxia,n/a,map05017,4,183,0.360028642838662,0.512649480563746,"Q9XIR8, Q9LXV5, Q8VY64, Q9C5E7",,Q9XIR8; Q9LXV5; Q8VY64; Q9C5E7
"Phenylalanine, tyrosine and tryptophan biosynthesis",n/a,map00400,4,85,0.0429577111917492,0.150065604429844,"Q9LVY1, P42738, O22241, Q67Y55",,Q9LVY1; P42738; O22241; Q67Y55
Biosynthesis of amino acids,n/a,map01230,12,419,0.0402956563387092,0.146631416121414,"O82768, Q9LPM8, Q9C998, Q9SSP5, Q9S702, Q9LVI8, P42738, O22241, Q9LZX6, Q8L7R2, Q9SVM4, O49485",,O82768; Q9LPM8; Q9C998; Q9SSP5; Q9S702; Q9LVI8; P42738; O22241; Q9LZX6; Q8L7R2; Q9SVM4; O49485
Cysteine and methionine metabolism,n/a,map00270,10,201,0.00127789717989747,0.00984732532744523,"O65378, Q9LPM8, Q9S7T9, Q9LVY1, Q9S702, Q9SR86, A1L4V7, Q67Y55, O49485, Q7XA67",,O65378; Q9LPM8; Q9S7T9; Q9LVY1; Q9S702; Q9SR86; A1L4V7; Q67Y55; O49485; Q7XA67
"Valine, leucine and isoleucine biosynthesis",n/a,map00290,2,39,0.122328602589142,0.276293912744442,"Q9LPM8, Q9FMT1",,Q9LPM8; Q9FMT1
Pantothenate and CoA biosynthesis,n/a,map00770,2,47,0.162825883763449,0.325651767526897,"Q9LPM8, Q9SWE5",,Q9LPM8; Q9SWE5
Steroid biosynthesis,n/a,map00100,4,64,0.0181894788289845,0.0836077798805954,"Q9SAA9, Q94JS4, Q39085, Q9ZW22",,Q9SAA9; Q94JS4; Q39085; Q9ZW22
