#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
Fanconi anemia pathway,n/a,map03460,1,75,0.147621737135844,0.253065835090018,Q5XUX6,,Q5XUX6
Homologous recombination,n/a,map03440,1,104,0.198041814258241,0.267356449248625,Q9SK02,,Q9SK02
Herpes simplex virus 1 infection,n/a,map05168,1,82,0.160073923985044,0.254235055740952,Q9SRU3,,Q9SRU3
"Alanine, aspartate and glutamate metabolism",n/a,map00250,3,97,0.00127129379592967,0.0171624662450505,"Q9S7A0, Q9SR86, Q9LSH2",,Q9S7A0; Q9SR86; Q9LSH2
Arginine biosynthesis,n/a,map00220,1,66,0.131341219882134,0.244566409435697,Q9S7A0,,Q9S7A0
Diterpenoid biosynthesis,n/a,map00904,1,40,0.0825479756223588,0.185732945150307,Q39112,,Q39112
Sesquiterpenoid and triterpenoid biosynthesis,n/a,map00909,1,30,0.0630626900678617,0.174635141726386,Q9T0J9,,Q9T0J9
Proximal tubule bicarbonate reclamation,n/a,map04964,1,14,0.0310252787488896,0.134029204195203,Q9S7A0,,Q9S7A0
Butanoate metabolism,n/a,map00650,1,34,0.0709057864510963,0.174041475834509,Q9LSH2,,Q9LSH2
Taurine and hypotaurine metabolism,n/a,map00430,1,14,0.0310252787488896,0.134029204195203,Q9LSH2,,Q9LSH2
D-Glutamine and D-glutamate metabolism,n/a,map00471,1,7,0.016667979195452,0.128581553793486,Q9S7A0,,Q9S7A0
