#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
Fatty acid degradation,n/a,map00071,2,79,0.216391128784709,0.388800320824559,"Q9C7W4, Q570C8",,Q9C7W4; Q570C8
Glycerolipid metabolism,n/a,map00561,5,104,0.00662349759504841,0.0314794186775419,"Q9SHJ5, Q9XI60, Q94AM5, Q944I4, Q9ZU49",,Q9SHJ5; Q9XI60; Q94AM5; Q944I4; Q9ZU49
beta-Alanine metabolism,n/a,map00410,1,75,0.560115674587661,0.682014127183874,A0A1P8B956,,A0A1P8B956
Sulfur metabolism,n/a,map00920,4,71,0.00882204529570564,0.0389934402070189,"Q42588, Q84JF0, P92980, Q8W2B8",,Q42588; Q84JF0; P92980; Q8W2B8
Purine metabolism,n/a,map00230,3,167,0.435391268125712,0.597648883576288,"Q9LFP0, Q84JF0, F4JLI5",,Q9LFP0; Q84JF0; F4JLI5
Plant hormone signal transduction,n/a,map04075,13,496,0.00395144104202682,0.0229807492181034,"Q9SA49, Q9M7Q5, Q9SGU2, Q9SSM7, Q9M9E9, O64538, Q9LUE5, Q9ZWS6, Q6NMM4, Q9LZZ4, O82333, O64812, O80992",,Q9SA49; Q9M7Q5; Q9SGU2; Q9SSM7; Q9M9E9; O64538; Q9LUE5; Q9ZWS6; Q6NMM4; Q9LZZ4; O82333; O64812; O80992
Regulation of actin cytoskeleton,n/a,map04810,2,119,0.373825551261509,0.539970240711069,"Q9FE63, O49606",,Q9FE63; O49606
Pathogenic Escherichia coli infection,n/a,map05130,2,152,0.683042771792573,0.774115141364916,"F4IVR7, Q9T0G2",,F4IVR7; Q9T0G2
Shigellosis,n/a,map05131,6,241,0.0519383548751411,0.157238033252139,"Q9SRZ0, Q9SY65, Q9FX60, Q9FE63, Q9C9Y7, Q9T0G2",,Q9SRZ0; Q9SY65; Q9FX60; Q9FE63; Q9C9Y7; Q9T0G2
Salmonella infection,n/a,map05132,8,230,0.00453985055133031,0.0250826742961,"Q9SY65, Q8LDI5, P27323, Q9FE63, Q9SIF2, O80625, Q8GXV2, Q9T0G2",,Q9SY65; Q8LDI5; P27323; Q9FE63; Q9SIF2; O80625; Q8GXV2; Q9T0G2
Fc gamma R-mediated phagocytosis,n/a,map04666,1,106,1,1.04,O49606,,O49606
"Glycine, serine and threonine metabolism",n/a,map00260,4,123,0.0487596205733161,0.151772903474688,"Q944I4, Q9M9K1, Q94AL9, A0A1P8B956",,Q944I4; Q9M9K1; Q94AL9; A0A1P8B956
Tyrosine metabolism,n/a,map00350,1,59,0.477070025952921,0.618372291704373,A0A1P8B956,,A0A1P8B956
Phenylalanine metabolism,n/a,map00360,2,49,0.104270806346808,0.23514130819025,"Q9FR37, A0A1P8B956",,Q9FR37; A0A1P8B956
Isoquinoline alkaloid biosynthesis,n/a,map00950,1,32,0.299898461467155,0.461864529506907,A0A1P8B956,,A0A1P8B956
"Tropane, piperidine and pyridine alkaloid biosynthesis",n/a,map00960,2,54,0.121709629429251,0.251381571064154,"Q9ZW15, A0A1P8B956",,Q9ZW15; A0A1P8B956
Autophagy - yeast,n/a,map04138,1,145,1,1.04,Q9SF09,,Q9SF09
Protein digestion and absorption,n/a,map04974,2,15,0.0140965487127085,0.0556310225983676,"F4KBM7, Q9SF09",,F4KBM7; Q9SF09
Phenylpropanoid biosynthesis,n/a,map00940,14,280,4.80063589273109E-06,7.57814665923979E-05,"Q9S777, Q39034, Q9FLV5, Q9FIW4, Q9FJR1, Q9SS67, Q9LZJ1, O80912, Q9ZV04, O80822, O64882, O81772, Q9SZB9, P42734",,Q9S777; Q39034; Q9FLV5; Q9FIW4; Q9FJR1; Q9SS67; Q9LZJ1; O80912; Q9ZV04; O80822; O64882; O81772; Q9SZB9; P42734
Starch and sucrose metabolism,n/a,map00500,12,276,8.12578567895954E-05,0.000855142207166695,"Q9LNE3, Q94A41, Q9C9H5, Q9FNF2, Q9FIW4, Q9LIB9, Q9M1B9, Q9LZJ1, O64882, Q9M111, Q9SUW0, Q93YQ7",,Q9LNE3; Q94A41; Q9C9H5; Q9FNF2; Q9FIW4; Q9LIB9; Q9M1B9; Q9LZJ1; O64882; Q9M111; Q9SUW0; Q93YQ7
Cyanoamino acid metabolism,n/a,map00460,5,104,0.00662349759504841,0.0314794186775419,"Q9FIW4, P32962, P32961, Q9LZJ1, O64882",,Q9FIW4; P32962; P32961; Q9LZJ1; O64882
Hedgehog signaling pathway,n/a,map04340,1,48,0.411057956680234,0.567773802664574,Q9SRZ0,,Q9SRZ0
Hedgehog signaling pathway - fly,n/a,map04341,2,81,0.224279721466426,0.393379511460954,"Q9SRZ0, Q9SY65",,Q9SRZ0; Q9SY65
MAPK signaling pathway - plant,n/a,map04016,7,238,0.017514357567406,0.0667357417654607,"Q9SSM7, Q9M9E9, O82122, Q700C7, O64483, O64812, O80992",,Q9SSM7; Q9M9E9; O82122; Q700C7; O64483; O64812; O80992
Plant-pathogen interaction,n/a,map04626,7,339,0.105663801653978,0.23587575924777,"Q9LNJ0, Q5XEP9, P25070, P27323, Q9SIF2, O64483, O65677",,Q9LNJ0; Q5XEP9; P25070; P27323; Q9SIF2; O64483; O65677
Photosynthesis - antenna proteins,n/a,map00196,1,40,0.357877300190806,0.529036008977714,A0A178VRB0,,A0A178VRB0
Cell cycle,n/a,map04110,3,206,0.494273724161897,0.631413254565197,"Q9SRZ0, Q9SY65, Q9S9Z8",,Q9SRZ0; Q9SY65; Q9S9Z8
Cell cycle - yeast,n/a,map04111,2,167,0.704229139830034,0.790023552804252,"Q9SRZ0, Q9SY65",,Q9SRZ0; Q9SY65
Oocyte meiosis,n/a,map04114,4,189,0.155331224056309,0.306501790325395,"Q9SRZ0, Q9SY65, Q9S9Z8, Q9SUA6",,Q9SRZ0; Q9SY65; Q9S9Z8; Q9SUA6
Ubiquitin mediated proteolysis,n/a,map04120,5,252,0.207210923030003,0.381613449913589,"Q9SRZ0, Q9SY65, Q9FWT2, Q9FFB6, Q9C9Y7",,Q9SRZ0; Q9SY65; Q9FWT2; Q9FFB6; Q9C9Y7
Viral carcinogenesis,n/a,map05203,3,227,0.740861149058557,0.814578676328065,"Q9S9Z8, Q8LRK8, Q9SI96",,Q9S9Z8; Q8LRK8; Q9SI96
Human T-cell leukemia virus 1 infection,n/a,map05166,2,168,0.705677672030339,0.78765033090255,"P40941, Q9SUA6",,P40941; Q9SUA6
RNA degradation,n/a,map03018,3,187,0.462813838605625,0.612466217555947,"Q9LDZ0, Q9LJE4, O04319",,Q9LDZ0; Q9LJE4; O04319
Type I diabetes mellitus,n/a,map04940,1,19,0.194318880649677,0.367046774560501,Q9LJE4,,Q9LJE4
Legionellosis,n/a,map05134,5,81,0.00241375033831822,0.015241109279095,"P22954, Q9LHA8, Q9LJE4, Q9SCN8, Q9T0G2",,P22954; Q9LHA8; Q9LJE4; Q9SCN8; Q9T0G2
Tuberculosis,n/a,map05152,4,129,0.0559616252236296,0.160617132135353,"Q9LDZ0, Q9LJE4, Q9T0G2, Q9SUA6",,Q9LDZ0; Q9LJE4; Q9T0G2; Q9SUA6
Longevity regulating pathway - worm,n/a,map04212,15,180,4.44181130214676E-09,1.96328059554887E-07,"Q9FUS8, Q9SHH6, Q9C6C8, Q9XIF8, Q6NLB0, Q9LDZ0, Q39152, Q9LJE4, Q9M1U1, B9TSP7, Q9ZW24, Q9ZW29, Q9ZW30, P46422, P21276",,Q9FUS8; Q9SHH6; Q9C6C8; Q9XIF8; Q6NLB0; Q9LDZ0; Q39152; Q9LJE4; Q9M1U1; B9TSP7; Q9ZW24; Q9ZW29; Q9ZW30; P46422; P21276
Protein processing in endoplasmic reticulum,n/a,map04141,21,364,2.14787683294346E-09,1.18670195020126E-07,"Q9SRZ0, Q9LNW0, Q9SY65, Q9SSQ8, P13853, Q9SYG1, Q9XIE3, P22954, P29830, O81822, A0A1P8BC76, Q9FGM9, P27323, Q9C9Y7, Q9LHA8, P19036, Q9SCN8, Q9M206, Q9SIF2, Q9ZW31, Q96331",,Q9SRZ0; Q9LNW0; Q9SY65; Q9SSQ8; P13853; Q9SYG1; Q9XIE3; P22954; P29830; O81822; A0A1P8BC76; Q9FGM9; P27323; Q9C9Y7; Q9LHA8; P19036; Q9SCN8; Q9M206; Q9SIF2; Q9ZW31; Q96331
Lysosome,n/a,map04142,2,125,0.396612867916346,0.560073123383466,"F4HVZ1, Q9LJX8",,F4HVZ1; Q9LJX8
Huntington disease,n/a,map05016,8,437,0.157414053927397,0.307862884229689,"P24704, P40941, F4JWS8, Q9FHY0, Q6NLH0, O78310, Q9T0G2, P21276",,P24704; P40941; F4JWS8; Q9FHY0; Q6NLH0; O78310; Q9T0G2; P21276
Synaptic vesicle cycle,n/a,map04721,1,106,1,1.04,Q8LPF4,,Q8LPF4
alpha-Linolenic acid metabolism,n/a,map00592,5,71,0.00139793537930601,0.00996592641376221,"Q8LAH7, Q8GYB8, Q96242, Q570C8, Q9SGH6",,Q8LAH7; Q8GYB8; Q96242; Q570C8; Q9SGH6
PI3K-Akt signaling pathway,n/a,map04151,4,155,0.0932636923972925,0.221626623868835,"Q9S9Z8, P27323, Q8RWC9, Q9SIF2",,Q9S9Z8; P27323; Q8RWC9; Q9SIF2
AMPK signaling pathway,n/a,map04152,2,141,0.668529099022867,0.769504848354445,"Q93ZH9, Q8RWC9",,Q93ZH9; Q8RWC9
mRNA surveillance pathway,n/a,map03015,1,196,0.728640977553398,0.809194251453774,O04319,,O04319
Human papillomavirus infection,n/a,map05165,1,212,0.733029957022456,0.809998102509814,A0A1P8BC76,,A0A1P8BC76
Peroxisome,n/a,map04146,9,144,4.65484724993636E-05,0.000514360621117968,"P24704, Q9C7W4, Q39152, Q570C8, B9TSP7, O78310, P21276, Q9FPH4, F4JLI5",,P24704; Q9C7W4; Q39152; Q570C8; B9TSP7; O78310; P21276; Q9FPH4; F4JLI5
Carbon metabolism,n/a,map01200,10,480,0.0462314435227466,0.148074623456913,"Q9LMX8, Q8L743, Q42588, Q944I4, Q43314, Q9S7A0, Q9M9K1, O82191, Q9SJQ9, Q8W2B8",,Q9LMX8; Q8L743; Q42588; Q944I4; Q43314; Q9S7A0; Q9M9K1; O82191; Q9SJQ9; Q8W2B8
Fatty acid metabolism,n/a,map01212,5,111,0.00855628530068681,0.0385905928867711,"Q9FYL6, Q84VY3, Q9C7W4, Q570C8, Q9SVQ9",,Q9FYL6; Q84VY3; Q9C7W4; Q570C8; Q9SVQ9
Biosynthesis of unsaturated fatty acids,n/a,map01040,3,38,0.00973759258830138,0.042196234549306,"Q9FYL6, Q84VY3, Q570C8",,Q9FYL6; Q84VY3; Q570C8
PPAR signaling pathway,n/a,map03320,3,64,0.0356864893945995,0.123229908690727,"Q9C7W4, Q570C8, O82191",,Q9C7W4; Q570C8; O82191
MAPK signaling pathway - yeast,n/a,map04011,1,78,0.57415142692984,0.691484824803786,Q9S9Z8,,Q9S9Z8
Hippo signaling pathway,n/a,map04390,1,71,0.540679667688101,0.663834480883724,Q9S9Z8,,Q9S9Z8
Hippo signaling pathway - fly,n/a,map04391,1,64,0.504579168927963,0.637211407617599,Q9S9Z8,,Q9S9Z8
Hepatitis C,n/a,map05160,2,66,0.16596954363367,0.321747974938957,"Q9S9Z8, Q9T0G2",,Q9S9Z8; Q9T0G2
NOD-like receptor signaling pathway,n/a,map04621,7,117,0.000411997081166042,0.00350197518991135,"F4HVZ1, Q8LDI5, Q9S9Z8, Q9FJV7, P27323, Q8GXV2, Q1PE15",,F4HVZ1; Q8LDI5; Q9S9Z8; Q9FJV7; P27323; Q8GXV2; Q1PE15
Neurotrophin signaling pathway,n/a,map04722,1,84,0.600894623279926,0.713966192176686,Q9S9Z8,,Q9S9Z8
Glyoxylate and dicarboxylate metabolism,n/a,map00630,2,144,0.672371303667411,0.769917399536258,"Q944I4, Q9FMD9",,Q944I4; Q9FMD9
Methane metabolism,n/a,map00680,2,94,0.275875270956801,0.445025072127394,"Q9M9K1, Q9SJQ9",,Q9M9K1; Q9SJQ9
Circadian rhythm - plant,n/a,map04712,8,71,2.31138901191038E-06,4.25680809693495E-05,"Q6R0H1, Q9SQI2, Q93WK5, P13114, Q39057, Q6LA42, Q8L500, P92973",,Q6R0H1; Q9SQI2; Q93WK5; P13114; Q39057; Q6LA42; Q8L500; P92973
Epstein-Barr virus infection,n/a,map05169,2,154,0.685792267113307,0.773265770571636,"Q9FHY0, Q9T0G2",,Q9FHY0; Q9T0G2
Pyrimidine metabolism,n/a,map00240,1,98,1,1.04,A0A178WJZ2,,A0A178WJZ2
Autophagy - animal,n/a,map04140,2,145,0.673673077769144,0.767431701994747,"F4HVZ1, Q8RWC9",,F4HVZ1; Q8RWC9
Nitrogen metabolism,n/a,map00910,12,79,3.26206241327327E-10,2.40305264444464E-08,"O82811, Q9LMZ9, P11832, Q9FMD9, Q43314, Q9FJH8, Q9FJH7, Q9S7A0, P32962, P32961, Q9LXH0, Q39161",,O82811; Q9LMZ9; P11832; Q9FMD9; Q43314; Q9FJH8; Q9FJH7; Q9S7A0; P32962; P32961; Q9LXH0; Q39161
Protein export,n/a,map03060,1,96,1,1.04,Q9M206,,Q9M206
Parkinson disease,n/a,map05012,8,411,0.0960162928825236,0.225740433266359,"Q8LDI5, P40941, F4JWS8, Q9FHY0, Q9FJV7, Q8GXV2, Q9T0G2, Q1PE15",,Q8LDI5; P40941; F4JWS8; Q9FHY0; Q9FJV7; Q8GXV2; Q9T0G2; Q1PE15
Prion diseases,n/a,map05020,3,20,0.0018665097830161,0.012890583188955,"P24704, O78310, Q9STH1",,P24704; O78310; Q9STH1
Thyroid hormone synthesis,n/a,map04918,1,32,0.299898461467155,0.461864529506907,Q9SIF2,,Q9SIF2
Antigen processing and presentation,n/a,map04612,6,78,0.000303105137603946,0.002791093142103,"F4HVZ1, P22954, P27323, Q9LHA8, Q9LJX8, Q9SKY8",,F4HVZ1; P22954; P27323; Q9LHA8; Q9LJX8; Q9SKY8
Glucosinolate biosynthesis,n/a,map00966,1,47,0.404658885531303,0.562450400644138,Q9FG67,,Q9FG67
2-Oxocarboxylic acid metabolism,n/a,map01210,1,126,1,1.04,Q9FG67,,Q9FG67
Toxoplasmosis,n/a,map05145,3,81,0.0622291117825833,0.170840170235415,"P22954, Q9LHA8, Q9T0G2",,P22954; Q9LHA8; Q9T0G2
Drug metabolism - other enzymes,n/a,map00983,10,141,6.33481357015896E-06,8.23525764120665E-05,"Q9FUS8, Q9SHH6, Q9C6C8, Q9XIF8, Q6NLB0, Q9ZW24, Q9ZW29, Q9ZW30, P46422, F4JLI5",,Q9FUS8; Q9SHH6; Q9C6C8; Q9XIF8; Q6NLB0; Q9ZW24; Q9ZW29; Q9ZW30; P46422; F4JLI5
Amino sugar and nucleotide sugar metabolism,n/a,map00520,10,249,0.000564436995669989,0.00462002133492843,"Q9LNE3, Q8LDN8, Q9LUE6, Q9M1B9, O64749, O24598, O24658, O22841, F4JTY4, O81862",,Q9LNE3; Q8LDN8; Q9LUE6; Q9M1B9; O64749; O24598; O24658; O22841; F4JTY4; O81862
Zeatin biosynthesis,n/a,map00908,1,59,0.477070025952921,0.618372291704373,Q93WC9,,Q93WC9
Alzheimer disease,n/a,map05010,8,426,0.151414786214428,0.301465475255754,"P40941, F4JWS8, Q9FHY0, Q9FJV7, F4J3D9, Q9T0G2, Q9SUA6, Q1PE15",,P40941; F4JWS8; Q9FHY0; Q9FJV7; F4J3D9; Q9T0G2; Q9SUA6; Q1PE15
Spinocerebellar ataxia,n/a,map05017,1,183,1,1.04,Q9FHY0,,Q9FHY0
Biosynthesis of amino acids,n/a,map01230,7,419,0.233778416111489,0.403633046567493,"Q42588, Q9FMD9, Q9M9K1, P49078, Q9ZQI7, Q9SJQ9, Q8W2B8",,Q42588; Q9FMD9; Q9M9K1; P49078; Q9ZQI7; Q9SJQ9; Q8W2B8
Longevity regulating pathway,n/a,map04211,3,65,0.0370442422271777,0.124988969957348,"Q93ZH9, Q8RWC9, P21276",,Q93ZH9; Q8RWC9; P21276
Cysteine and methionine metabolism,n/a,map00270,8,201,0.00206524163410666,0.0138308606405325,"O65378, Q42588, Q9S7T9, Q37001, Q8LAX0, Q94AL9, Q9S9U6, Q8W2B8",,O65378; Q42588; Q9S7T9; Q37001; Q8LAX0; Q94AL9; Q9S9U6; Q8W2B8
Flavonoid biosynthesis,n/a,map00941,3,41,0.0118147184158176,0.050212553267225,"Q96330, P13114, P41088",,Q96330; P13114; P41088
Cellular senescence,n/a,map04218,4,140,0.0705593997828013,0.183454439435283,"P40941, Q9FJV7, Q9SUA6, Q1PE15",,P40941; Q9FJV7; Q9SUA6; Q1PE15
Pathways in cancer,n/a,map05200,14,283,5.39014170374374E-06,7.94147544351578E-05,"Q9SRZ0, Q9SY65, Q9FUS8, Q9SHH6, Q9C6C8, Q9XIF8, Q6NLB0, P27323, Q9SIF2, Q9ZW24, Q9ZW29, Q9ZW30, P46422, Q9T0G2",,Q9SRZ0; Q9SY65; Q9FUS8; Q9SHH6; Q9C6C8; Q9XIF8; Q6NLB0; P27323; Q9SIF2; Q9ZW24; Q9ZW29; Q9ZW30; P46422; Q9T0G2
Transcriptional misregulation in cancer,n/a,map05202,1,78,0.57415142692984,0.691484824803786,Q9FX60,,Q9FX60
Hepatitis B,n/a,map05161,1,54,0.448034607136052,0.605600294660964,Q9T0G2,,Q9T0G2
Progesterone-mediated oocyte maturation,n/a,map04914,1,65,0.509904974758492,0.636661013681507,P27323,,P27323
Terpenoid backbone biosynthesis,n/a,map00900,3,105,0.110998809733832,0.24049742108997,"Q56Y11, Q1PET6, Q9LIA0",,Q56Y11; Q1PET6; Q9LIA0
p53 signaling pathway,n/a,map04115,2,54,0.121709629429251,0.251381571064154,"Q9FFB6, Q9T0G2",,Q9FFB6; Q9T0G2
FoxO signaling pathway,n/a,map04068,2,90,0.259974873548373,0.435260962531746,"Q8RWC9, P21276",,Q8RWC9; P21276
Prostate cancer,n/a,map05215,2,43,0.0843731043944696,0.203786405149484,"P27323, Q9SIF2",,P27323; Q9SIF2
Small cell lung cancer,n/a,map05222,1,30,0.284604175831995,0.45087830006359,Q9T0G2,,Q9T0G2
Gastric cancer,n/a,map05226,2,54,0.121709629429251,0.251381571064154,"Q9LHD1, Q9LSJ6",,Q9LHD1; Q9LSJ6
Measles,n/a,map05162,4,58,0.00451612216460986,0.0255913589327892,"P22954, Q9FFB6, Q9LHA8, Q9T0G2",,P22954; Q9FFB6; Q9LHA8; Q9T0G2
MicroRNAs in cancer,n/a,map05206,2,95,0.279848272247594,0.448162812802306,"Q9LHD1, Q9LSJ6",,Q9LHD1; Q9LSJ6
"Cutin, suberine and wax biosynthesis",n/a,map00073,4,52,0.00312774865444218,0.0192009014619923,"Q39152, Q9FFQ7, B9TSP7, O23066",,Q39152; Q9FFQ7; B9TSP7; O23066
Pentose phosphate pathway,n/a,map00030,3,104,0.108736631873507,0.23792866974302,"Q9LMX8, Q8L743, Q9SJQ9",,Q9LMX8; Q8L743; Q9SJQ9
ABC transporters,n/a,map02010,2,35,0.0599925065198803,0.167827138492323,"Q9LHD1, Q9LSJ6",,Q9LHD1; Q9LSJ6
Bile secretion,n/a,map04976,2,32,0.0516005481783302,0.158385015936264,"Q9LHD1, Q9LSJ6",,Q9LHD1; Q9LSJ6
Human immunodeficiency virus 1 infection,n/a,map05170,5,172,0.0431807997071516,0.140337599048243,"Q9SRZ0, Q9SY65, Q9T0G2, Q9SUA6, O49606",,Q9SRZ0; Q9SY65; Q9T0G2; Q9SUA6; O49606
Pancreatic secretion,n/a,map04972,1,63,0.499195532029725,0.634035704474536,Q94A41,,Q94A41
Carbohydrate digestion and absorption,n/a,map04973,1,20,0.202976836940716,0.378547518682686,Q94A41,,Q94A41
Hepatocellular carcinoma,n/a,map05225,9,119,1.13021555840545E-05,0.000138765354670891,"Q9FUS8, Q9SHH6, Q9C6C8, Q9XIF8, Q6NLB0, Q9ZW24, Q9ZW29, Q9ZW30, P46422",,Q9FUS8; Q9SHH6; Q9C6C8; Q9XIF8; Q6NLB0; Q9ZW24; Q9ZW29; Q9ZW30; P46422
Thermogenesis,n/a,map04714,4,259,0.371730825081635,0.540477054888429,"Q9C7W4, Q94AM5, F4JWS8, Q8RWC9",,Q9C7W4; Q94AM5; F4JWS8; Q8RWC9
Phagosome,n/a,map04145,1,159,1,1.04,Q9M206,,Q9M206
Amyotrophic lateral sclerosis (ALS),n/a,map05014,4,87,0.0169732748060137,0.0658086619671761,"P24704, O78310, Q9T0G2, Q9SUA6",,P24704; O78310; Q9T0G2; Q9SUA6
