#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
Cyanoamino acid metabolism,n/a,map00460,2,104,0.0197972453787173,0.111451159169075,"Q9FIW4, O64882",,Q9FIW4; O64882
MAPK signaling pathway - plant,n/a,map04016,2,238,0.0856914350681696,0.18607283043374,"O82122, O64483",,O82122; O64483
Plant-pathogen interaction,n/a,map04626,1,339,0.498529918993339,0.512003700587754,O64483,,O64483
Ubiquitin mediated proteolysis,n/a,map04120,1,252,0.401551454045681,0.429829725457348,Q9FFB6,,Q9FFB6
Viral carcinogenesis,n/a,map05203,1,227,0.370377286013182,0.407951793289882,Q8LRK8,,Q8LRK8
Longevity regulating pathway - worm,n/a,map04212,2,180,0.0530470533389177,0.16798233557324,"Q6NLB0, Q9M1U1",,Q6NLB0; Q9M1U1
Lysosome,n/a,map04142,1,125,0.225516803596225,0.280971755300215,F4HVZ1,,F4HVZ1
Peroxisome,n/a,map04146,2,144,0.0357292538326777,0.126298757734116,"Q9FPH4, F4JLI5",,Q9FPH4; F4JLI5
Carbon metabolism,n/a,map01200,3,480,0.0757744577721589,0.185769638409164,"Q9LMX8, Q944I4, Q9S7A0",,Q9LMX8; Q944I4; Q9S7A0
NOD-like receptor signaling pathway,n/a,map04621,2,117,0.0245532707523784,0.124403238478717,"F4HVZ1, Q8LDI5",,F4HVZ1; Q8LDI5
Glyoxylate and dicarboxylate metabolism,n/a,map00630,2,144,0.0357292538326777,0.126298757734116,"Q944I4, Q9FMD9",,Q944I4; Q9FMD9
Circadian rhythm - plant,n/a,map04712,1,71,0.13584360646496,0.245812240269928,P92973,,P92973
Autophagy - animal,n/a,map04140,1,145,0.256323100628563,0.309215169012234,F4HVZ1,,F4HVZ1
Nitrogen metabolism,n/a,map00910,2,79,0.0119129019062501,0.113172568109376,"Q9FMD9, Q9S7A0",,Q9FMD9; Q9S7A0
Parkinson disease,n/a,map05012,1,411,0.566828486082978,0.574386199230751,Q8LDI5,,Q8LDI5
Antigen processing and presentation,n/a,map04612,1,78,0.148027228911725,0.261629520867235,F4HVZ1,,F4HVZ1
Drug metabolism - other enzymes,n/a,map00983,2,141,0.0344058695898974,0.13074230444161,"Q6NLB0, F4JLI5",,Q6NLB0; F4JLI5
Biosynthesis of amino acids,n/a,map01230,1,419,0.573820508791915,0.573820508791915,Q9FMD9,,Q9FMD9
Cysteine and methionine metabolism,n/a,map00270,2,201,0.0642573299191485,0.174412752637689,"O65378, Q8LAX0",,O65378; Q8LAX0
Pathways in cancer,n/a,map05200,1,283,0.438080517546086,0.462418324076424,Q6NLB0,,Q6NLB0
Terpenoid backbone biosynthesis,n/a,map00900,1,105,0.193439756076634,0.272248545589337,Q9LIA0,,Q9LIA0
p53 signaling pathway,n/a,map04115,1,54,0.105527528585873,0.208314082403282,Q9FFB6,,Q9FFB6
Gastric cancer,n/a,map05226,1,54,0.105527528585873,0.208314082403282,Q9LSJ6,,Q9LSJ6
Measles,n/a,map05162,1,58,0.112754665296111,0.21423386406261,Q9FFB6,,Q9FFB6
MicroRNAs in cancer,n/a,map05206,1,95,0.176908471964271,0.268900877385691,Q9LSJ6,,Q9LSJ6
Pentose phosphate pathway,n/a,map00030,1,104,0.191801619219365,0.275036284163617,Q9LMX8,,Q9LMX8
ABC transporters,n/a,map02010,1,35,0.070389846127835,0.178320943523849,Q9LSJ6,,Q9LSJ6
Bile secretion,n/a,map04976,1,32,0.0647174929203221,0.169604464204982,Q9LSJ6,,Q9LSJ6
Human immunodeficiency virus 1 infection,n/a,map05170,1,172,0.295984388925747,0.333256497160841,O49606,,O49606
Hepatocellular carcinoma,n/a,map05225,1,119,0.216029452649704,0.280653647886795,Q6NLB0,,Q6NLB0
Necroptosis,n/a,map04217,2,122,0.0264944046688895,0.125848422177225,"Q9FMD9, Q9S7A0",,Q9FMD9; Q9S7A0
GABAergic synapse,n/a,map04727,2,53,0.00565156986153258,0.107379827369119,"Q9FMD9, F4KBM7",,Q9FMD9; F4KBM7
Fluid shear stress and atherosclerosis,n/a,map05418,2,197,0.0620646970657579,0.174700628777689,"Q8LDI5, Q6NLB0",,Q8LDI5; Q6NLB0
Pertussis,n/a,map05133,1,38,0.0760279357764362,0.180566347469036,O49606,,O49606
Alcoholism,n/a,map05034,1,144,0.254812183913959,0.312350418991305,Q8LRK8,,Q8LRK8
Renin secretion,n/a,map04924,1,42,0.0834924458432893,0.192285632851212,F4HVZ1,,F4HVZ1
Glycerophospholipid metabolism,n/a,map00564,1,164,0.284457745459759,0.332596748537565,Q9SHJ5,,Q9SHJ5
Circadian rhythm,n/a,map04710,1,60,0.116346394748642,0.215666487826752,O48652,,O48652
Apoptosis,n/a,map04210,1,51,0.100068726620778,0.205546573599436,F4HVZ1,,F4HVZ1
Two-component system,n/a,map02020,1,99,0.183561097186644,0.26828160358048,Q9FMD9,,Q9FMD9
Axon guidance,n/a,map04360,1,79,0.149753723730624,0.258665522807442,O49606,,O49606
Spliceosome,n/a,map03040,1,318,0.476660403997325,0.496249187723243,P92965,,P92965
Glutathione metabolism,n/a,map00480,1,172,0.295984388925747,0.333256497160841,Q6NLB0,,Q6NLB0
Platinum drug resistance,n/a,map01524,1,115,0.209640336895068,0.279520449193424,Q6NLB0,,Q6NLB0
Aminobenzoate degradation,n/a,map00627,1,16,0.0338776515619231,0.135510606247692,Q9FR37,,Q9FR37
Styrene degradation,n/a,map00643,1,17,0.0358344713780293,0.118409557596966,Q9FR37,,Q9FR37
Glutamatergic synapse,n/a,map04724,2,59,0.00690928886550182,0.105021190755628,"Q9FMD9, F4KBM7",,Q9FMD9; F4KBM7
Herpes simplex virus 1 infection,n/a,map05168,1,82,0.154912328929302,0.261629711080599,P92965,,P92965
Ferroptosis,n/a,map04216,1,43,0.0853491699132579,0.190780497453165,F4KGN5,,F4KGN5
"Alanine, aspartate and glutamate metabolism",n/a,map00250,2,97,0.0174171868317919,0.120336927201471,"Q9FMD9, Q9S7A0",,Q9FMD9; Q9S7A0
Arginine biosynthesis,n/a,map00220,2,66,0.00852124824230087,0.107935811069144,"Q9FMD9, Q9S7A0",,Q9FMD9; Q9S7A0
Metabolism of xenobiotics by cytochrome P450,n/a,map00980,1,89,0.166828172852903,0.269764705038737,Q6NLB0,,Q6NLB0
Drug metabolism - cytochrome P450,n/a,map00982,1,92,0.17188359809611,0.266594968475599,Q6NLB0,,Q6NLB0
Mineral absorption,n/a,map04978,1,29,0.0590106687645908,0.179392433044356,F4KGN5,,F4KGN5
Chemical carcinogenesis,n/a,map05204,1,84,0.158334069531385,0.261595419225766,Q6NLB0,,Q6NLB0
Sesquiterpenoid and triterpenoid biosynthesis,n/a,map00909,1,30,0.0609167864311463,0.178064452644889,Q9T0J9,,Q9T0J9
Proximal tubule bicarbonate reclamation,n/a,map04964,1,14,0.0299521379149694,0.133903675384569,Q9S7A0,,Q9S7A0
D-Glutamine and D-glutamate metabolism,n/a,map00471,1,7,0.0160873237123747,0.122263660214048,Q9S7A0,,Q9S7A0
Caffeine metabolism,n/a,map00232,1,4,0.010085007924672,0.109494371753582,F4JLI5,,F4JLI5
