#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
Protein processing in endoplasmic reticulum,n/a,map04141,1,364,0.730623686757122,0.754578561732765,Q9SIJ7,,Q9SIJ7
Lysosome,n/a,map04142,2,125,0.177786124641504,0.256012019483766,"F4I9G5, Q9C6B2",,F4I9G5; Q9C6B2
Huntington disease,n/a,map05016,5,437,0.199044963140836,0.27409470334148,"Q9FR53, Q9LE42, F8S296, F4IRW0, Q9M0E5",,Q9FR53; Q9LE42; F8S296; F4IRW0; Q9M0E5
Endocrine and other factor-regulated calcium reabsorption,n/a,map04961,1,32,0.180422880216748,0.255430145025958,O04486,,O04486
Synaptic vesicle cycle,n/a,map04721,1,106,0.475510750659225,0.518739000719155,Q9SZ77,,Q9SZ77
alpha-Linolenic acid metabolism,n/a,map00592,2,71,0.0717067902677754,0.142284339743932,"Q8GYA3, Q9LZA6",,Q8GYA3; Q9LZA6
Sphingolipid signaling pathway,n/a,map04071,3,119,0.03773838889813,0.105083690633467,"Q9LQQ9, Q9SSQ9, Q9T051",,Q9LQQ9; Q9SSQ9; Q9T051
PI3K-Akt signaling pathway,n/a,map04151,2,155,0.243435938995188,0.314594136547627,"Q9LQQ9, Q9FR53",,Q9LQQ9; Q9FR53
AMPK signaling pathway,n/a,map04152,2,141,0.212543482688888,0.281899777039999,"Q9FR53, Q9SF91",,Q9FR53; Q9SF91
Human papillomavirus infection,n/a,map05165,4,212,0.0422603095493948,0.109789670169562,"Q9LQQ9, Q9FR53, Q9FKS4, Q9LE42",,Q9LQQ9; Q9FR53; Q9FKS4; Q9LE42
Adrenergic signaling in cardiomyocytes,n/a,map04261,1,81,0.390125184905829,0.44184964762368,Q9LQQ9,,Q9LQQ9
Peroxisome,n/a,map04146,1,144,0.582991767192074,0.609601349926982,Q8W471,,Q8W471
cAMP signaling pathway,n/a,map04024,4,97,0.00333466010541493,0.0250846073601362,"Q9LQQ9, Q9SSQ9, Q9LE42, Q9T051",,Q9LQQ9; Q9SSQ9; Q9LE42; Q9T051
Propanoate metabolism,n/a,map00640,1,73,0.359971697312197,0.420941381543729,Q0WM29,,Q0WM29
Carbon metabolism,n/a,map01200,2,480,1,1.01204819277108,"Q9LDV4, Q0WM29",,Q9LDV4; Q0WM29
Fatty acid metabolism,n/a,map01212,2,111,0.148211118786413,0.22913620818513,"Q9M881, Q8W471",,Q9M881; Q8W471
Biosynthesis of unsaturated fatty acids,n/a,map01040,1,38,0.209546412540932,0.280136318091856,Q9M881,,Q9M881
PPAR signaling pathway,n/a,map03320,2,64,0.0601338873796519,0.131201208828331,"Q8W471, Q1EC66",,Q8W471; Q1EC66
MAPK signaling pathway - yeast,n/a,map04011,3,78,0.0130420164444677,0.0576594411229098,"Q9LQQ9, Q8L850, Q39025",,Q9LQQ9; Q8L850; Q39025
Hepatitis C,n/a,map05160,1,66,0.332368649246888,0.397895010024777,Q9LQQ9,,Q9LQQ9
NOD-like receptor signaling pathway,n/a,map04621,3,117,0.0362102688327863,0.102527952200698,"Q9LQQ9, O64823, Q9XIF4",,Q9LQQ9; O64823; Q9XIF4
Neurotrophin signaling pathway,n/a,map04722,2,84,0.0948650707969141,0.1757793958884,"Q9LQQ9, Q39025",,Q9LQQ9; Q39025
Circadian rhythm - plant,n/a,map04712,1,71,0.352203518664742,0.414744330390257,O82804,,O82804
Pyrimidine metabolism,n/a,map00240,2,98,0.121789948303121,0.200595208969847,"Q8VY84, Q9SJM7",,Q8VY84; Q9SJM7
Autophagy - other,n/a,map04136,5,71,0.000100503344834969,0.00230244026349201,"Q9FR53, F8S296, F4IRW0, Q9M0E5, Q9SUG7",,Q9FR53; F8S296; F4IRW0; Q9M0E5; Q9SUG7
Autophagy - animal,n/a,map04140,8,145,4.71783020123401E-06,0.000182906647801688,"Q9LQQ9, O04157, Q9FR53, Q9C820, Q9SF91, F8S296, F4IRW0, Q9M0E5",,Q9LQQ9; O04157; Q9FR53; Q9C820; Q9SF91; F8S296; F4IRW0; Q9M0E5
Nitrogen metabolism,n/a,map00910,1,79,0.382722498300508,0.437397140914866,Q9C6F5,,Q9C6F5
Parkinson disease,n/a,map05012,3,411,0.742031273869637,0.763232167408769,"O64823, Q9XIF4, Q1EC66",,O64823; Q9XIF4; Q1EC66
Prion diseases,n/a,map05020,1,20,0.11892189292148,0.19846567560406,Q9LQQ9,,Q9LQQ9
Antigen processing and presentation,n/a,map04612,4,78,0.00156221871553314,0.0148558157099755,"Q9LNP6, Q8LFU0, Q9LVJ7, Q93ZH2",,Q9LNP6; Q8LFU0; Q9LVJ7; Q93ZH2
2-Oxocarboxylic acid metabolism,n/a,map01210,2,126,0.179933253260699,0.256901868678165,"Q9LDV4, Q93YZ7",,Q9LDV4; Q93YZ7
Toxoplasmosis,n/a,map05145,1,81,0.390125184905829,0.44184964762368,Q9LQQ9,,Q9LQQ9
Drug metabolism - other enzymes,n/a,map00983,1,141,0.575372339667496,0.60414095665087,Q8VY84,,Q8VY84
Amino sugar and nucleotide sugar metabolism,n/a,map00520,1,249,1,1.01204819277108,O49213,,O49213
Zeatin biosynthesis,n/a,map00908,1,59,0.303576827978853,0.371365828401316,Q9LY71,,Q9LY71
Alzheimer disease,n/a,map05010,7,426,0.0167339161012187,0.0629395053359271,"Q9LQQ9, Q9FR53, Q8LAS7, F8S296, O64823, F4IRW0, Q9M0E5",,Q9LQQ9; Q9FR53; Q8LAS7; F8S296; O64823; F4IRW0; Q9M0E5
Spinocerebellar ataxia,n/a,map05017,8,183,2.36724374633218E-05,0.000596545424075708,"Q9LNP6, Q9FR53, Q8LFU0, Q9LVJ7, F8S296, F4IRW0, Q9M0E5, Q93ZH2",,Q9LNP6; Q9FR53; Q8LFU0; Q9LVJ7; F8S296; F4IRW0; Q9M0E5; Q93ZH2
Biosynthesis of amino acids,n/a,map01230,4,419,0.328782761865278,0.396427062153349,"Q9LDV4, P54888, P53780, Q93YZ7",,Q9LDV4; P54888; P53780; Q93YZ7
Longevity regulating pathway,n/a,map04211,1,65,0.328329483106017,0.39874231201309,Q9FR53,,Q9FR53
Cysteine and methionine metabolism,n/a,map00270,5,201,0.00848340169064642,0.0445378588758937,"Q0WPW4, P53780, Q940M2, Q96286, Q9SDL7",,Q0WPW4; P53780; Q940M2; Q96286; Q9SDL7
"Valine, leucine and isoleucine biosynthesis",n/a,map00290,1,39,0.214298845542989,0.282739838098603,Q93YZ7,,Q93YZ7
Pantothenate and CoA biosynthesis,n/a,map00770,2,47,0.0352238340844422,0.102027657348039,"Q9LZM3, Q93YZ7",,Q9LZM3; Q93YZ7
Steroid biosynthesis,n/a,map00100,2,64,0.0601338873796519,0.131201208828331,"Q9LZA6, Q9LM02",,Q9LZA6; Q9LM02
Cellular senescence,n/a,map04218,5,140,0.00193112286794409,0.016780791817997,"Q9LQQ9, Q9FR53, Q9FKS4, Q8LAS7, O64823",,Q9LQQ9; Q9FR53; Q9FKS4; Q8LAS7; O64823
Pathways in cancer,n/a,map05200,5,283,0.0309980824952439,0.0908315905674588,"Q9LQQ9, Q9FR53, Q9SSQ9, Q9LE42, Q9T051",,Q9LQQ9; Q9FR53; Q9SSQ9; Q9LE42; Q9T051
Transcriptional misregulation in cancer,n/a,map05202,1,78,0.378987573586764,0.437093219880387,Q8W4R3,,Q8W4R3
Acute myeloid leukemia,n/a,map05221,2,26,0.0122963714246208,0.056339738163717,"Q9LQQ9, Q9FR53",,Q9LQQ9; Q9FR53
Hepatitis B,n/a,map05161,2,54,0.0448833736372844,0.113674473935635,"Q9LQQ9, Q9LE42",,Q9LQQ9; Q9LE42
Progesterone-mediated oocyte maturation,n/a,map04914,2,65,0.0617445203919843,0.132422290542809,"Q8H1U4, Q9LQQ9",,Q8H1U4; Q9LQQ9
Choline metabolism in cancer,n/a,map05231,7,96,3.31109537891613E-06,0.000166879207097373,"Q9LQQ9, Q9FR53, Q9SSQ9, Q9M9H6, Q8L518, Q8L850, Q9T051",,Q9LQQ9; Q9FR53; Q9SSQ9; Q9M9H6; Q8L518; Q8L850; Q9T051
p53 signaling pathway,n/a,map04115,2,54,0.0448833736372844,0.113674473935635,"Q8VZK0, Q9FKS4",,Q8VZK0; Q9FKS4
FoxO signaling pathway,n/a,map04068,2,90,0.106181222782202,0.190446036591565,"Q9LQQ9, Q9LE42",,Q9LQQ9; Q9LE42
Prostate cancer,n/a,map05215,3,43,0.00270840005184317,0.0220166713891768,"Q9LQQ9, Q9FR53, Q9LE42",,Q9LQQ9; Q9FR53; Q9LE42
Gastric cancer,n/a,map05226,2,54,0.0448833736372844,0.113674473935635,"Q9LQQ9, Q9FR53",,Q9LQQ9; Q9FR53
Cushing syndrome,n/a,map04934,1,24,0.139917934361837,0.221756726158384,Q9LQQ9,,Q9LQQ9
Measles,n/a,map05162,1,58,0.299363713955311,0.367998321545065,Q8VZK0,,Q8VZK0
MicroRNAs in cancer,n/a,map05206,7,95,3.10210720206879E-06,0.000195432753730334,"Q9SP32, Q9LQQ9, Q9FR53, Q9ASS7, Q9LE42, P93831, Q39025",,Q9SP32; Q9LQQ9; Q9FR53; Q9ASS7; Q9LE42; P93831; Q39025
Carotenoid biosynthesis,n/a,map00906,1,44,0.237636401169223,0.308682335539403,Q8VY26,,Q8VY26
ABC transporters,n/a,map02010,1,35,0.195116180661892,0.270905110340478,Q84M24,,Q84M24
Human immunodeficiency virus 1 infection,n/a,map05170,4,172,0.022245431422936,0.0747446495810651,"Q9LQQ9, Q9FR53, Q9FKS4, Q8LAS7",,Q9LQQ9; Q9FR53; Q9FKS4; Q8LAS7
Pancreatic secretion,n/a,map04972,2,63,0.0585380874726928,0.130545115425828,"O04486, Q9SF91",,O04486; Q9SF91
Hepatocellular carcinoma,n/a,map05225,3,119,0.03773838889813,0.105083690633467,"Q9LQQ9, Q9FR53, P93045",,Q9LQQ9; Q9FR53; P93045
Thermogenesis,n/a,map04714,4,259,0.075392268569825,0.148428528746843,"Q9FR53, P93045, Q84UC7, Q8W471",,Q9FR53; P93045; Q84UC7; Q8W471
Phagosome,n/a,map04145,2,159,0.252303196902654,0.322743175733345,"O04157, Q9C820",,O04157; Q9C820
Amyotrophic lateral sclerosis (ALS),n/a,map05014,1,87,0.411805529354525,0.458167741268611,Q8LAS7,,Q8LAS7
Longevity regulating pathway - multiple species,n/a,map04213,1,73,0.359971697312197,0.420941381543729,Q9FR53,,Q9FR53
Necroptosis,n/a,map04217,1,122,0.52378078447293,0.559291346132112,Q94F49,,Q94F49
Calcium signaling pathway,n/a,map04020,3,80,0.0139221218392182,0.0579896645203799,"Q8LAS7, Q39032, O64823",,Q8LAS7; Q39032; O64823
cGMP-PKG signaling pathway,n/a,map04022,2,78,0.0839285219958756,0.161450286587486,"Q9LQQ9, Q8LAS7",,Q9LQQ9; Q8LAS7
Influenza A,n/a,map05164,3,80,0.0139221218392182,0.0579896645203799,"Q9LQQ9, O04486, Q9LE42",,Q9LQQ9; O04486; Q9LE42
Mitophagy - animal,n/a,map04137,4,87,0.00228800308688769,0.0192192259298566,"O04157, Q9C820, Q1EC66, Q9SB64",,O04157; Q9C820; Q1EC66; Q9SB64
Mitophagy - yeast,n/a,map04139,5,89,0.000273246765307741,0.00430363655359692,"Q9FR53, Q8L850, F4IRW0, Q9SUG7, Q39025",,Q9FR53; Q8L850; F4IRW0; Q9SUG7; Q39025
Apelin signaling pathway,n/a,map04371,3,69,0.00948475471189847,0.0482860239878468,"Q9LQQ9, Q9FR53, Q9M0E5",,Q9LQQ9; Q9FR53; Q9M0E5
Kaposi sarcoma-associated herpesvirus infection,n/a,map05167,5,138,0.00181746495375305,0.0163571845837774,"Q9LQQ9, Q9FR53, Q8LAS7, Q9LE42, Q1EC66",,Q9LQQ9; Q9FR53; Q8LAS7; Q9LE42; Q1EC66
GABAergic synapse,n/a,map04727,1,53,0.277913263445832,0.34670367518985,Q42472,,Q42472
Oxidative phosphorylation,n/a,map00190,1,290,1,1.01204819277108,Q9M2A0,,Q9M2A0
Ras signaling pathway,n/a,map04014,3,71,0.0102187774621183,0.0504927827539964,"Q9LQQ9, Q9SSQ9, Q9T051",,Q9LQQ9; Q9SSQ9; Q9T051
Axon regeneration,n/a,map04361,1,87,0.411805529354525,0.458167741268611,Q9FR53,,Q9FR53
Rap1 signaling pathway,n/a,map04015,1,54,0.282255187423121,0.350385749904564,Q9LQQ9,,Q9LQQ9
Phosphatidylinositol signaling system,n/a,map04070,4,120,0.00687891601636564,0.0385219296916476,"Q39032, F4J8C6, Q8L850, O81893",,Q39032; F4J8C6; Q8L850; O81893
Glioma,n/a,map05214,2,34,0.0198572997195898,0.0714862789905235,"Q9LQQ9, Q9FR53",,Q9LQQ9; Q9FR53
Fluid shear stress and atherosclerosis,n/a,map05418,2,197,0.33621878087159,0.399656286696418,"Q9XIF4, Q39025",,Q9XIF4; Q39025
Pertussis,n/a,map05133,1,38,0.209546412540932,0.280136318091856,Q9LQQ9,,Q9LQQ9
Human cytomegalovirus infection,n/a,map05163,3,93,0.0204512594003127,0.0715794079010943,"Q9LQQ9, Q9FR53, Q8LAS7",,Q9LQQ9; Q9FR53; Q8LAS7
Amphetamine addiction,n/a,map05031,1,65,0.328329483106017,0.39874231201309,Q8LAS7,,Q8LAS7
Alcoholism,n/a,map05034,3,144,0.0595192453206788,0.13156885807729,"Q9LQQ9, Q944K3, Q94F49",,Q9LQQ9; Q944K3; Q94F49
Vascular smooth muscle contraction,n/a,map04270,1,37,0.204765272936089,0.277423918171476,Q9LQQ9,,Q9LQQ9
Insulin signaling pathway,n/a,map04910,2,135,0.199419228661287,0.273117639253502,"Q9LQQ9, Q9FR53",,Q9LQQ9; Q9FR53
GnRH signaling pathway,n/a,map04912,4,41,0.000158572983736989,0.00333003265847677,"Q9LQQ9, Q9SSQ9, Q39025, Q9T051",,Q9LQQ9; Q9SSQ9; Q39025; Q9T051
Estrogen signaling pathway,n/a,map04915,1,48,0.255807012430105,0.325572561274679,Q9LQQ9,,Q9LQQ9
Melanogenesis,n/a,map04916,2,29,0.0149483041506964,0.0593224038736299,"Q9LQQ9, Q9LE42",,Q9LQQ9; Q9LE42
Oxytocin signaling pathway,n/a,map04921,3,79,0.0134779581273127,0.0575668720014033,"Q9LQQ9, Q8LAS7, Q39025",,Q9LQQ9; Q8LAS7; Q39025
Glucagon signaling pathway,n/a,map04922,2,133,0.195066083028541,0.273092516239957,"Q8LAS7, Q9LE42",,Q8LAS7; Q9LE42
Renin secretion,n/a,map04924,1,42,0.228385621612903,0.299756128366935,Q8LAS7,,Q8LAS7
Circadian entrainment,n/a,map04713,1,19,0.113593389911969,0.196065303135727,Q9LQQ9,,Q9LQQ9
C-type lectin receptor signaling pathway,n/a,map04625,2,40,0.0265057962492994,0.084550134871183,"Q9LQQ9, Q8LAS7",,Q9LQQ9; Q8LAS7
Long-term potentiation,n/a,map04720,3,65,0.00811190734662426,0.0434936308797726,"Q9LQQ9, Q8LAS7, Q9LE42",,Q9LQQ9; Q8LAS7; Q9LE42
RNA transport,n/a,map03013,1,285,1,1.01204819277108,O22224,,O22224
Glycerophospholipid metabolism,n/a,map00564,8,164,1.11225825855155E-05,0.000311432312394434,"Q9SSQ9, Q9M9H6, Q8L518, Q9SGA2, Q8S8S2, Q9LZA6, Q8LFD1, Q9T051",,Q9SSQ9; Q9M9H6; Q8L518; Q9SGA2; Q8S8S2; Q9LZA6; Q8LFD1; Q9T051
Ether lipid metabolism,n/a,map00565,4,42,0.00017285133514316,0.0033506566504674,"Q9SSQ9, Q8S8S2, Q9LZA6, Q9T051",,Q9SSQ9; Q8S8S2; Q9LZA6; Q9T051
HIF-1 signaling pathway,n/a,map04066,3,107,0.0290620532500236,0.0893126514512921,"Q9LQQ9, Q9FR53, Q9LE42",,Q9LQQ9; Q9FR53; Q9LE42
Fructose and mannose metabolism,n/a,map00051,1,110,0.488018006069112,0.527813465791486,O49213,,O49213
Carbon fixation in photosynthetic organisms,n/a,map00710,1,125,0.532324640497633,0.563637854644553,Q9LDV4,,Q9LDV4
Wnt signaling pathway,n/a,map04310,2,158,0.250085464133112,0.32153845388543,"Q8LAS7, Q9LE42",,Q8LAS7; Q9LE42
TGF-beta signaling pathway,n/a,map04350,2,70,0.0700120225983053,0.140024045196611,"Q9LQQ9, Q9LE42",,Q9LQQ9; Q9LE42
Retrograde endocannabinoid signaling,n/a,map04723,1,83,0.397439214300941,0.445131920017053,Q9LQQ9,,Q9LQQ9
Fatty acid biosynthesis,n/a,map00061,2,65,0.0617445203919843,0.132422290542809,"Q9M881, Q8W471",,Q9M881; Q8W471
Apoptosis,n/a,map04210,1,51,0.269150566822732,0.339129714196642,Q9LQQ9,,Q9LQQ9
Quorum sensing,n/a,map02024,4,115,0.00596044744632717,0.034930994336615,"Q8W471, Q42472, Q93WF1, Q944R1",,Q8W471; Q42472; Q93WF1; Q944R1
Tight junction,n/a,map04530,1,98,0.449573460183775,0.494727126490442,Q9SF91,,Q9SF91
Yersinia infection,n/a,map05135,2,59,0.0523080076138149,0.122619701569129,"Q9LQQ9, Q8L850",,Q9LQQ9; Q8L850
SNARE interactions in vesicular transport,n/a,map04130,1,93,0.432716172544094,0.478265243338209,Q9LFP1,,Q9LFP1
Pentose and glucuronate interconversions,n/a,map00040,2,152,0.236793797075944,0.309181538150974,"Q93WF1, Q944R1",,Q93WF1; Q944R1
Galactose metabolism,n/a,map00052,2,96,0.117836292996614,0.199293596209038,"Q39041, Q9FT97",,Q39041; Q9FT97
mTOR signaling pathway,n/a,map04150,3,103,0.0264347102228289,0.0854044484122164,"Q9LQQ9, Q9FR53, F4IRW0",,Q9LQQ9; Q9FR53; F4IRW0
MAPK signaling pathway - fly,n/a,map04013,1,100,0.456175460238012,0.499809634695561,Q9LQQ9,,Q9LQQ9
Ribosome biogenesis in eukaryotes,n/a,map03008,1,140,0.572801759832264,0.603958340911006,Q9SHS8,,Q9SHS8
Proteasome,n/a,map03050,1,115,0.50323404438829,0.540788823820252,F4JC97,,F4JC97
Focal adhesion,n/a,map04510,2,81,0.0893467059263714,0.168025148458549,"Q9LQQ9, Q8L850",,Q9LQQ9; Q8L850
Adherens junction,n/a,map04520,2,51,0.0406343581001694,0.110106002594008,"Q9LQQ9, Q9LE42",,Q9LQQ9; Q9LE42
MAPK signaling pathway,n/a,map04010,3,81,0.0143745263492378,0.058425494193676,"Q9LQQ9, Q8LAS7, Q39025",,Q9LQQ9; Q8LAS7; Q39025
