#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
Pathways in cancer,n/a,map05200,1,283,0.285504894657282,0.301366277693798,Q9FUS8,,Q9FUS8
Measles,n/a,map05162,1,58,0.0673968090569714,0.202190427170914,O65719,,O65719
MicroRNAs in cancer,n/a,map05206,1,95,0.107340642219217,0.179953429602805,Q9M0S8,,Q9M0S8
Hepatocellular carcinoma,n/a,map05225,1,119,0.132336907916845,0.198505361875268,Q9FUS8,,Q9FUS8
Longevity regulating pathway - multiple species,n/a,map04213,1,73,0.0837998116746394,0.194962827161406,O65719,,O65719
Fluid shear stress and atherosclerosis,n/a,map05418,1,197,0.208872026014343,0.258819684409078,Q9FUS8,,Q9FUS8
Insulin signaling pathway,n/a,map04910,1,135,0.148613654900159,0.217204572546386,O80625,,O80625
Estrogen signaling pathway,n/a,map04915,1,48,0.056299794158094,0.20056801668821,O65719,,O65719
Fatty acid biosynthesis,n/a,map00061,1,65,0.075087520860108,0.186086464740268,P56765,,P56765
Tight junction,n/a,map04530,1,98,0.11050386494271,0.179963437192414,Q9SKY8,,Q9SKY8
Galactose metabolism,n/a,map00052,2,96,0.00611880085527391,0.0435964560938266,"O80518, Q8LDN8",,O80518; Q8LDN8
MAPK signaling pathway,n/a,map04010,1,81,0.0924306008635455,0.195131268489707,O65719,,O65719
Spliceosome,n/a,map03040,2,318,0.0554781224744885,0.210816865403056,"Q9XFR5, O65719",,Q9XFR5; O65719
Glutathione metabolism,n/a,map00480,1,172,0.185101514086235,0.245367123323614,Q9FUS8,,Q9FUS8
Novobiocin biosynthesis,n/a,map00401,1,12,0.0152538167031755,0.0869467552081003,Q67Y55,,Q67Y55
Ubiquinone and other terpenoid-quinone biosynthesis,n/a,map00130,2,67,0.00308845663710638,0.0293403380525106,"Q9S777, Q67Y55",,Q9S777; Q67Y55
Platinum drug resistance,n/a,map01524,1,115,0.128219669338082,0.197527598710018,Q9FUS8,,Q9FUS8
Herpes simplex virus 1 infection,n/a,map05168,1,82,0.0935037567514438,0.1837832460287,Q9XFR5,,Q9XFR5
Photosynthesis,n/a,map00195,1,147,0.160621892437663,0.223303606559677,P62090,,P62090
Metabolism of xenobiotics by cytochrome P450,n/a,map00980,1,89,0.100980645640608,0.179871775047333,Q9FUS8,,Q9FUS8
Drug metabolism - cytochrome P450,n/a,map00982,1,92,0.104166248842229,0.179923520727487,Q9FUS8,,Q9FUS8
Diterpenoid biosynthesis,n/a,map00904,1,40,0.0473278528475038,0.192691972307694,Q39103,,Q39103
Chemical carcinogenesis,n/a,map05204,1,84,0.0956462894665548,0.181727949986454,Q9FUS8,,Q9FUS8
Fatty acid elongation,n/a,map00062,1,59,0.0684993579021252,0.190461629288836,Q5XEP9,,Q5XEP9
Sesquiterpenoid and triterpenoid biosynthesis,n/a,map00909,1,30,0.0359937238851076,0.170970188454261,Q9FJV8,,Q9FJV8
IL-17 signaling pathway,n/a,map04657,1,29,0.0348529724300833,0.180601766228613,Q9XFR5,,Q9XFR5
