#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
Ascorbate and aldarate metabolism,n/a,map00053,10,90,0.00295354071262984,0.0097904405103841,"Q05431, Q8S528, P92947, Q9LF33, Q1PER6, Q9LK94, O82200, Q6NQ66, Q42592, Q6NPM8",,Q05431; Q8S528; P92947; Q9LF33; Q1PER6; Q9LK94; O82200; Q6NQ66; Q42592; Q6NPM8
Pyruvate metabolism,n/a,map00620,14,156,0.00310777049448147,0.0102071728167373,"Q8S528, Q38970, Q9MAH0, Q5M729, A0A384L5D5, Q9FIK7, Q8RWN9, Q8VZF1, Q9M5K2, Q0WQF7, A8MR07, Q9M1G8, Q9ZV19, P56765",,Q8S528; Q38970; Q9MAH0; Q5M729; A0A384L5D5; Q9FIK7; Q8RWN9; Q8VZF1; Q9M5K2; Q0WQF7; A8MR07; Q9M1G8; Q9ZV19; P56765
Biosynthesis of secondary metabolites,n/a,map01110,251,2085,3.01333291664648E-54,5.3938659207972E-52,"Q9MAM3, Q06402, Q9LMM0, A0A178W7C0, Q9FZ21, Q8L735, Q5XEP9, P0DI10, Q9LNE3, Q8VWZ8, O04499, Q9SAC0, Q8W4M5, Q39041, O82567, Q39103, Q9FZ80, Q9LN49, Q9SYP2, F4I1A6, Q9SK87, Q8S528, Q42565, P55230, Q9SA14, Q9SA18, P0DN99, Q9FVQ6, Q9C876, Q38970, Q84WV0, Q9SX65, O22043, Q9LPM9, Q9C8J4, Q42524, Q9C942, Q5M729, O80689, O80690, Q41931, Q8H1H9, Q9LQ04, Q9S777, Q9C524, Q8L9C4, Q94A41, Q96520, Q9FNX8, Q9CAI3, Q9C9C4, Q9S7H8, Q8GYB8, Q0WPW4, B6EXY6, Q9SAK2, Q9SAJ6, P93832, Q9M040, Q9LZS3, F4JW83, A0A1P8B9U3, Q9FLC8, Q9FLC0, Q9FI99, Q42578, Q39112, Q9SD85, P50287, Q8VZR0, A0A384L5D5, F4KFG5, Q9LX12, Q9LFU1, Q8VZB2, Q94A94, Q9LYR4, Q94AS5, Q38929, Q02166, Q9FK50, Q94ID2, A0A1P8BG25, Q8LAD2, Q9FNF2, O82462, Q94C74, Q9FIW4, Q6NKX1, Q9FFR3, Q9FJV8, Q96242, Q9FIK7, Q9FI37, Q570C8, Q9FI78, Q00917, Q9FLH8, Q9LT91, Q9FK25, P14671, Q9FLQ4, Q9FKT8, Q42538, Q56Y11, Q96511, Q43387, Q37001, Q9FKW3, O82663, Q9FGC7, Q43735, F4J5Z7, A0A1I9LND0, Q1PET6, Q9M884, Q8LFD1, Q9M9P3, Q9SR86, Q9SR37, Q9ZSS6, Q38933, Q9SS45, Q94IA6, Q9LIB9, Q8RWN9, Q949X7, Q9LUE1, Q9LUD9, Q8VZF1, Q9M5K2, Q9LSH2, D2WL32, P38025, Q9LJA0, Q8LAX0, Q94ID1, Q9LIR4, Q9LK23, Q9LIA0, P92983, Q9LHR4, O22241, Q1G1A4, Q9SD76, P49078, Q9SMU8, Q8LG70, Q9M401, O64989, Q96329, Q0WQF7, Q9LF98, A8MR07, Q9SCP5, P45724, F4JCU3, Q93WU4, Q42529, Q05728, Q9M2U2, Q9M1I6, Q05758, Q9LYT7, Q43725, Q8LB01, Q9ZPS3, P49572, Q8S8N6, P38605, Q9SHP0, Q8S895, Q9SI16, Q9ZPX5, Q96518, Q9SIV0, Q9SJZ2, Q6NLQ7, Q8VYN6, O80458, Q9SK52, Q570B4, Q9ZW15, Q9ZW16, F4IKM1, P32069, Q8RU07, P92994, O64697, Q5HZ00, O64767, O82782, O23647, P25696, P35510, Q9ZUU1, Q9ZUR7, Q84TI2, O80912, P54887, Q8RXD9, O22203, O80822, O22862, O80574, O64882, O80840, F4JGR5, Q9LDN9, P39207, Q9T052, Q66WT5, Q8L7W5, Q9SVQ9, Q94AR8, Q9SVM4, O23324, Q43315, Q0WVX5, O49505, O49506, Q8RY94, O81852, Q71N54, Q9SU50, Q9SZX3, A4GNA8, Q9SZH2, Q9STR4, Q9SZ30, Q6NQE2, Q9T079, Q67Y55, Q94JQ3, Q9M076, Q9SZB9, Q00218, O49485, O49482, Q9SYZ0, O65677, Q9STG9, F4JLI5, Q96255, Q42600, O23237, B5X4Z4, Q6NPM8, Q940M2, P42801, P56765",,Q9MAM3; Q06402; Q9LMM0; A0A178W7C0; Q9FZ21; Q8L735; Q5XEP9; P0DI10; Q9LNE3; Q8VWZ8; O04499; Q9SAC0; Q8W4M5; Q39041; O82567; Q39103; Q9FZ80; Q9LN49; Q9SYP2; F4I1A6; Q9SK87; Q8S528; Q42565; P55230; Q9SA14; Q9SA18; P0DN99; Q9FVQ6; Q9C876; Q38970; Q84WV0; Q9SX65; O22043; Q9LPM9; Q9C8J4; Q42524; Q9C942; Q5M729; O80689; O80690; Q41931; Q8H1H9; Q9LQ04; Q9S777; Q9C524; Q8L9C4; Q94A41; Q96520; Q9FNX8; Q9CAI3; Q9C9C4; Q9S7H8; Q8GYB8; Q0WPW4; B6EXY6; Q9SAK2; Q9SAJ6; P93832; Q9M040; Q9LZS3; F4JW83; A0A1P8B9U3; Q9FLC8; Q9FLC0; Q9FI99; Q42578; Q39112; Q9SD85; P50287; Q8VZR0; A0A384L5D5; F4KFG5; Q9LX12; Q9LFU1; Q8VZB2; Q94A94; Q9LYR4; Q94AS5; Q38929; Q02166; Q9FK50; Q94ID2; A0A1P8BG25; Q8LAD2; Q9FNF2; O82462; Q94C74; Q9FIW4; Q6NKX1; Q9FFR3; Q9FJV8; Q96242; Q9FIK7; Q9FI37; Q570C8; Q9FI78; Q00917; Q9FLH8; Q9LT91; Q9FK25; P14671; Q9FLQ4; Q9FKT8; Q42538; Q56Y11; Q96511; Q43387; Q37001; Q9FKW3; O82663; Q9FGC7; Q43735; F4J5Z7; A0A1I9LND0; Q1PET6; Q9M884; Q8LFD1; Q9M9P3; Q9SR86; Q9SR37; Q9ZSS6; Q38933; Q9SS45; Q94IA6; Q9LIB9; Q8RWN9; Q949X7; Q9LUE1; Q9LUD9; Q8VZF1; Q9M5K2; Q9LSH2; D2WL32; P38025; Q9LJA0; Q8LAX0; Q94ID1; Q9LIR4; Q9LK23; Q9LIA0; P92983; Q9LHR4; O22241; Q1G1A4; Q9SD76; P49078; Q9SMU8; Q8LG70; Q9M401; O64989; Q96329; Q0WQF7; Q9LF98; A8MR07; Q9SCP5; P45724; F4JCU3; Q93WU4; Q42529; Q05728; Q9M2U2; Q9M1I6; Q05758; Q9LYT7; Q43725; Q8LB01; Q9ZPS3; P49572; Q8S8N6; P38605; Q9SHP0; Q8S895; Q9SI16; Q9ZPX5; Q96518; Q9SIV0; Q9SJZ2; Q6NLQ7; Q8VYN6; O80458; Q9SK52; Q570B4; Q9ZW15; Q9ZW16; F4IKM1; P32069; Q8RU07; P92994; O64697; Q5HZ00; O64767; O82782; O23647; P25696; P35510; Q9ZUU1; Q9ZUR7; Q84TI2; O80912; P54887; Q8RXD9; O22203; O80822; O22862; O80574; O64882; O80840; F4JGR5; Q9LDN9; P39207; Q9T052; Q66WT5; Q8L7W5; Q9SVQ9; Q94AR8; Q9SVM4; O23324; Q43315; Q0WVX5; O49505; O49506; Q8RY94; O81852; Q71N54; Q9SU50; Q9SZX3; A4GNA8; Q9SZH2; Q9STR4; Q9SZ30; Q6NQE2; Q9T079; Q67Y55; Q94JQ3; Q9M076; Q9SZB9; Q00218; O49485; O49482; Q9SYZ0; O65677; Q9STG9; F4JLI5; Q96255; Q42600; O23237; B5X4Z4; Q6NPM8; Q940M2; P42801; P56765
Microbial metabolism in diverse environments,n/a,map01120,71,663,5.23338980425065E-14,2.34194193740217E-12,"O04499, Q8W4M5, Q9SYP2, Q9SK87, Q8S528, Q9SA18, Q38970, Q84WV0, Q9MAH0, Q5M729, Q9C9C4, Q9SAJ6, Q38946, A0A384L5D5, Q84VY5, Q94A94, Q9LYR4, Q94AS5, Q8LAD2, O82462, Q94C74, Q9FFR3, Q9FIK7, Q9ZRA2, Q9FLQ4, Q42538, Q42546, O82663, F4J5Z7, A0A1I9LND0, Q1PET6, Q8RWN9, Q949X7, Q9LUR3, Q8VZF1, Q9M5K2, Q9LSH2, Q94CE5, Q9LJA0, Q9LK23, P32962, Q8LG70, Q0WQF7, Q9LF98, A8MR07, Q9M1G8, Q43725, Q8LB01, Q9ZPS3, Q9SHP0, Q8S895, Q9ZPX5, Q8VYN6, P25696, Q9ZV19, Q9T0P4, O80574, F4JGR5, Q9SVM4, O23324, O49506, O81852, O49434, P92980, Q94JQ3, Q9M076, O49485, A0A1P8B760, F4JLI5, Q96255, P56765",,O04499; Q8W4M5; Q9SYP2; Q9SK87; Q8S528; Q9SA18; Q38970; Q84WV0; Q9MAH0; Q5M729; Q9C9C4; Q9SAJ6; Q38946; A0A384L5D5; Q84VY5; Q94A94; Q9LYR4; Q94AS5; Q8LAD2; O82462; Q94C74; Q9FFR3; Q9FIK7; Q9ZRA2; Q9FLQ4; Q42538; Q42546; O82663; F4J5Z7; A0A1I9LND0; Q1PET6; Q8RWN9; Q949X7; Q9LUR3; Q8VZF1; Q9M5K2; Q9LSH2; Q94CE5; Q9LJA0; Q9LK23; P32962; Q8LG70; Q0WQF7; Q9LF98; A8MR07; Q9M1G8; Q43725; Q8LB01; Q9ZPS3; Q9SHP0; Q8S895; Q9ZPX5; Q8VYN6; P25696; Q9ZV19; Q9T0P4; O80574; F4JGR5; Q9SVM4; O23324; O49506; O81852; O49434; P92980; Q94JQ3; Q9M076; O49485; A0A1P8B760; F4JLI5; Q96255; P56765
Fatty acid degradation,n/a,map00071,8,79,0.0121350944950345,0.0300648015863138,"Q9SK87, Q8S528, O04469, Q9FIK7, Q570C8, Q9LK39, Q96329, Q9SJD4",,Q9SK87; Q8S528; O04469; Q9FIK7; Q570C8; Q9LK39; Q96329; Q9SJD4
Glycerolipid metabolism,n/a,map00561,8,104,0.0636566824587841,0.112261538523373,"Q9LMM0, Q8S528, Q8S4F6, Q9FT97, Q8LFD1, Q9ASU1, Q9M1I6, Q9SLD2",,Q9LMM0; Q8S528; Q8S4F6; Q9FT97; Q8LFD1; Q9ASU1; Q9M1I6; Q9SLD2
beta-Alanine metabolism,n/a,map00410,9,75,0.00294717802160687,0.00986065169846037,"Q8S528, P0DN99, Q8H1H9, Q9LSH2, Q96329, Q9ZPS3, Q0WM29, Q9SKX5, Q8RXN4",,Q8S528; P0DN99; Q8H1H9; Q9LSH2; Q96329; Q9ZPS3; Q0WM29; Q9SKX5; Q8RXN4
Limonene and pinene degradation,n/a,map00903,1,12,0.374488478612865,0.449135260781929,Q8S528,,Q8S528
Insect hormone biosynthesis,n/a,map00981,1,10,0.327665932004016,0.396969217114849,Q8S528,,Q8S528
Chloroalkane and chloroalkene degradation,n/a,map00625,2,23,0.221645920893537,0.296079252536889,"Q9SK87, Q8S528",,Q9SK87; Q8S528
Monobactam biosynthesis,n/a,map00261,5,27,0.00505720737981021,0.0153430528980683,"Q9SA18, Q8LB01, O80574, O23324, O81852",,Q9SA18; Q8LB01; O80574; O23324; O81852
Sulfur metabolism,n/a,map00920,10,71,0.000586550315584449,0.00270948403844171,"Q9C876, Q84VY5, Q42538, Q42546, Q9LJA0, Q9LK38, Q43725, Q8S895, O23324, P92980",,Q9C876; Q84VY5; Q42538; Q42546; Q9LJA0; Q9LK38; Q43725; Q8S895; O23324; P92980
Selenocompound metabolism,n/a,map00450,4,30,0.0313749250450762,0.0645530067019383,"Q9C876, Q9SGU9, Q9M2T9, O23324",,Q9C876; Q9SGU9; Q9M2T9; O23324
Purine metabolism,n/a,map00230,18,167,0.000116045354971713,0.000659432334601161,"Q8H1D8, Q9LZG0, A0A384L5D5, Q9SF85, P38025, Q9LSD0, A8MR07, Q05728, Q9SJ20, O64767, Q9ZUU1, Q84TI2, P39207, O23324, Q8RY94, O49434, Q9STG9, F4JLI5",,Q8H1D8; Q9LZG0; A0A384L5D5; Q9SF85; P38025; Q9LSD0; A8MR07; Q05728; Q9SJ20; O64767; Q9ZUU1; Q84TI2; P39207; O23324; Q8RY94; O49434; Q9STG9; F4JLI5
