#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
Legionellosis,n/a,map05134,1,81,0.125996386992734,0.26099251591352,Q9LHA8,,Q9LHA8
Longevity regulating pathway - worm,n/a,map04212,1,180,0.25723978431403,0.298398149804274,Q9XIF8,,Q9XIF8
Protein processing in endoplasmic reticulum,n/a,map04141,3,364,0.0229946604650029,0.222281717828361,"Q9XIE3, Q9LHA8, Q9M206",,Q9XIE3; Q9LHA8; Q9M206
Lysosome,n/a,map04142,1,125,0.186956393738813,0.25514049027885,P43295,,P43295
Propanoate metabolism,n/a,map00640,1,73,0.114433889142935,0.26028100275648,P56765,,P56765
Carbon metabolism,n/a,map01200,2,480,0.187652432431058,0.247360024568213,"O82191, P56765",,O82191; P56765
Fatty acid metabolism,n/a,map01212,1,111,0.168033604263455,0.256472343349484,P56765,,P56765
PPAR signaling pathway,n/a,map03320,1,64,0.101244066127547,0.255311123278163,O82191,,O82191
Carbon fixation pathways in prokaryotes,n/a,map00720,1,54,0.0863593446273642,0.250442099419356,P56765,,P56765
Protein export,n/a,map03060,1,96,0.147272702298034,0.258842931311697,Q9M206,,Q9M206
Antigen processing and presentation,n/a,map04612,2,78,0.00777890584120931,0.22558826939507,"Q9LHA8, Q9SKY8",,Q9LHA8; Q9SKY8
Toxoplasmosis,n/a,map05145,1,81,0.125996386992734,0.26099251591352,Q9LHA8,,Q9LHA8
Drug metabolism - other enzymes,n/a,map00983,1,141,0.208058568348552,0.256753126898213,Q9XIF8,,Q9XIF8
Amino sugar and nucleotide sugar metabolism,n/a,map00520,1,249,0.336923657612654,0.361880965583962,Q9LNE3,,Q9LNE3
Cysteine and methionine metabolism,n/a,map00270,2,201,0.0442834659244212,0.233494638510584,"Q9SGU9, Q37001",,Q9SGU9; Q37001
Pathways in cancer,n/a,map05200,1,283,0.372999578988098,0.386320992523387,Q9XIF8,,Q9XIF8
Measles,n/a,map05162,1,58,0.0923424414595966,0.255041028793171,Q9LHA8,,Q9LHA8
"Cutin, suberine and wax biosynthesis",n/a,map00073,1,52,0.0833530968284998,0.254446295581736,O23066,,O23066
Pancreatic secretion,n/a,map04972,1,63,0.0997665174249475,0.263020818665771,Q94A41,,Q94A41
Carbohydrate digestion and absorption,n/a,map04973,1,20,0.0338925495815331,0.196576787572892,Q94A41,,Q94A41
Hepatocellular carcinoma,n/a,map05225,1,119,0.178899640626374,0.259404478908243,Q9XIF8,,Q9XIF8
Phagosome,n/a,map04145,1,159,0.23114773555535,0.279303513796048,Q9M206,,Q9M206
Longevity regulating pathway - multiple species,n/a,map04213,1,73,0.114433889142935,0.26028100275648,Q9LHA8,,Q9LHA8
Fluid shear stress and atherosclerosis,n/a,map05418,1,197,0.277715119821126,0.315832881365202,Q9XIF8,,Q9XIF8
Insulin signaling pathway,n/a,map04910,1,135,0.200209887530121,0.252438553842327,O80625,,O80625
Estrogen signaling pathway,n/a,map04915,1,48,0.0773110427428937,0.280252529942989,Q9LHA8,,Q9LHA8
Fructose and mannose metabolism,n/a,map00051,1,110,0.166665328566769,0.261259163699259,Q9LNE3,,Q9LNE3
Carbon fixation in photosynthetic organisms,n/a,map00710,1,125,0.186956393738813,0.25514049027885,O82191,,O82191
Fatty acid biosynthesis,n/a,map00061,1,65,0.102719201795916,0.248238071006798,P56765,,P56765
Apoptosis,n/a,map04210,1,51,0.0818462841342186,0.263726915543593,P43295,,P43295
Tight junction,n/a,map04530,1,98,0.150070327743854,0.248687971689814,Q9SKY8,,Q9SKY8
Nucleotide excision repair,n/a,map03420,1,120,0.180247928193197,0.2549848740294,O81831,,O81831
Pentose and glucuronate interconversions,n/a,map00040,2,152,0.0267992447832819,0.194294524678794,"Q9FHN4, O81301",,Q9FHN4; O81301
Galactose metabolism,n/a,map00052,2,96,0.0114769546976409,0.221887790821057,"O80518, O22893",,O80518; O22893
Vibrio cholerae infection,n/a,map05110,1,98,0.150070327743854,0.248687971689814,Q9M206,,Q9M206
Two-component system,n/a,map02020,2,99,0.0121550503704482,0.176248230371499,"Q9FHN4, O81301",,Q9FHN4; O81301
MAPK signaling pathway,n/a,map04010,1,81,0.125996386992734,0.26099251591352,Q9LHA8,,Q9LHA8
Spliceosome,n/a,map03040,1,318,0.408097121886673,0.415256720516264,Q9LHA8,,Q9LHA8
Glutathione metabolism,n/a,map00480,1,172,0.247405501011339,0.292847327727707,Q9XIF8,,Q9XIF8
Platinum drug resistance,n/a,map01524,1,115,0.173484389705288,0.258002425715556,Q9XIF8,,Q9XIF8
Metabolism of xenobiotics by cytochrome P450,n/a,map00980,1,89,0.137408662771572,0.257087175508103,Q9XIF8,,Q9XIF8
Drug metabolism - cytochrome P450,n/a,map00982,1,92,0.141649934233854,0.25674050579886,Q9XIF8,,Q9XIF8
Chemical carcinogenesis,n/a,map05204,1,84,0.130293489754294,0.251900746858303,Q9XIF8,,Q9XIF8
Sesquiterpenoid and triterpenoid biosynthesis,n/a,map00909,1,30,0.0496276843208477,0.230272455248733,Q9FJV8,,Q9FJV8
Flavone and flavonol biosynthesis,n/a,map00944,1,11,0.0195094331866647,0.22630942496531,Q9S9P6,,Q9S9P6
