#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
Shigellosis,n/a,map05131,1,241,0.450252939528523,0.464622714194326,Q9C9Y7,,Q9C9Y7
Salmonella infection,n/a,map05132,2,230,0.112563655044913,0.272966863483913,"P27323, Q9SIF2",,P27323; Q9SIF2
"Glycine, serine and threonine metabolism",n/a,map00260,1,123,0.263920270490905,0.312198368751437,Q9M9K1,,Q9M9K1
Phenylpropanoid biosynthesis,n/a,map00940,2,280,0.154036593937524,0.311282283582079,"Q9S777, Q9FJR1",,Q9S777; Q9FJR1
Starch and sucrose metabolism,n/a,map00500,3,276,0.0323552699034988,0.130769215859974,"Q9LNE3, Q94A41, Q9C9H5",,Q9LNE3; Q94A41; Q9C9H5
Cyanoamino acid metabolism,n/a,map00460,1,104,0.228520847776728,0.305745134266795,P32961,,P32961
MAPK signaling pathway - plant,n/a,map04016,2,238,0.118987389683809,0.281506751203158,"Q9SSM7, Q700C7",,Q9SSM7; Q700C7
Plant-pathogen interaction,n/a,map04626,4,339,0.0107167867552589,0.0693018876840076,"Q5XEP9, P27323, Q9SIF2, O65677",,Q5XEP9; P27323; Q9SIF2; O65677
Photosynthesis - antenna proteins,n/a,map00196,1,40,0.096320693166796,0.239566852235365,A0A178VRB0,,A0A178VRB0
Ubiquitin mediated proteolysis,n/a,map04120,1,252,0.4650171515385,0.474806986307732,Q9C9Y7,,Q9C9Y7
RNA degradation,n/a,map03018,1,187,0.371669887720331,0.391869338139914,Q9LDZ0,,Q9LDZ0
Legionellosis,n/a,map05134,1,81,0.183391549463128,0.342095774960066,Q9LHA8,,Q9LHA8
Tuberculosis,n/a,map05152,1,129,0.274759078660343,0.317281317024443,Q9LDZ0,,Q9LDZ0
Longevity regulating pathway - worm,n/a,map04212,2,180,0.0748269081983355,0.219945760461774,"Q9FUS8, Q9LDZ0",,Q9FUS8; Q9LDZ0
Protein processing in endoplasmic reticulum,n/a,map04141,14,364,1.11756011461443E-12,1.084033311176E-10,"Q9LNW0, P13853, Q9XIE3, P29830, O81822, Q9FGM9, P27323, Q9C9Y7, Q9LHA8, P19036, Q9M206, Q9SIF2, Q9ZW31, Q96331",,Q9LNW0; P13853; Q9XIE3; P29830; O81822; Q9FGM9; P27323; Q9C9Y7; Q9LHA8; P19036; Q9M206; Q9SIF2; Q9ZW31; Q96331
Lysosome,n/a,map04142,1,125,0.267551027049644,0.312680115949584,Q9LJX8,,Q9LJX8
Huntington disease,n/a,map05016,2,437,0.29480577264275,0.332513487748218,"Q6NLH0, O78310",,Q6NLH0; O78310
Synaptic vesicle cycle,n/a,map04721,1,106,0.232325621782469,0.304534936660804,Q8LPF4,,Q8LPF4
alpha-Linolenic acid metabolism,n/a,map00592,1,71,0.162958372141164,0.316139241953859,Q8LAH7,,Q8LAH7
PI3K-Akt signaling pathway,n/a,map04151,2,155,0.0578732163312026,0.187123399470888,"P27323, Q9SIF2",,P27323; Q9SIF2
Peroxisome,n/a,map04146,1,144,0.301165207438036,0.331966194562381,O78310,,O78310
Carbon metabolism,n/a,map01200,1,480,1,1,Q9M9K1,,Q9M9K1
Fatty acid metabolism,n/a,map01212,1,111,0.241755934444967,0.308556916331077,Q9FYL6,,Q9FYL6
Biosynthesis of unsaturated fatty acids,n/a,map01040,1,38,0.0918442792397562,0.234444607533062,Q9FYL6,,Q9FYL6
NOD-like receptor signaling pathway,n/a,map04621,1,117,0.252920021232894,0.310547367842921,P27323,,P27323
Methane metabolism,n/a,map00680,1,94,0.209213204381293,0.317088762890398,Q9M9K1,,Q9M9K1
Circadian rhythm - plant,n/a,map04712,3,71,0.000846275323013588,0.0136814510553863,"Q9SQI2, Q93WK5, Q8L500",,Q9SQI2; Q93WK5; Q8L500
Nitrogen metabolism,n/a,map00910,2,79,0.0172869323878647,0.0882543390327828,"P32961, Q39161",,P32961; Q39161
Protein export,n/a,map03060,1,96,0.213112880095562,0.310856381492775,Q9M206,,Q9M206
Prion diseases,n/a,map05020,2,20,0.00135602246893713,0.0164417724358627,"O78310, Q9STH1",,O78310; Q9STH1
Thyroid hormone synthesis,n/a,map04918,1,32,0.0782820014504833,0.220097221469475,Q9SIF2,,Q9SIF2
Antigen processing and presentation,n/a,map04612,3,78,0.00109976953856202,0.0152396636057879,"P27323, Q9LHA8, Q9LJX8",,P27323; Q9LHA8; Q9LJX8
Toxoplasmosis,n/a,map05145,1,81,0.183391549463128,0.342095774960066,Q9LHA8,,Q9LHA8
Drug metabolism - other enzymes,n/a,map00983,1,141,0.295961783555176,0.329980379366116,Q9FUS8,,Q9FUS8
Amino sugar and nucleotide sugar metabolism,n/a,map00520,4,249,0.00374146219286416,0.0329928938825294,"Q9LNE3, Q9LUE6, O24598, O24658",,Q9LNE3; Q9LUE6; O24598; O24658
Biosynthesis of amino acids,n/a,map01230,2,419,0.27845070123888,0.317761388472604,"Q9M9K1, Q9ZQI7",,Q9M9K1; Q9ZQI7
Flavonoid biosynthesis,n/a,map00941,2,41,0.00512295686564554,0.0414105679973014,"Q96330, P41088",,Q96330; P41088
Pathways in cancer,n/a,map05200,3,283,0.0344321201758377,0.13359662628225,"Q9FUS8, P27323, Q9SIF2",,Q9FUS8; P27323; Q9SIF2
Progesterone-mediated oocyte maturation,n/a,map04914,1,65,0.150454690889803,0.310512872687466,P27323,,P27323
Prostate cancer,n/a,map05215,2,43,0.00559834696339476,0.0417722811884071,"P27323, Q9SIF2",,P27323; Q9SIF2
Gastric cancer,n/a,map05226,1,54,0.127045812302263,0.280078268029989,Q9LHD1,,Q9LHD1
Measles,n/a,map05162,1,58,0.135631597173941,0.292361442797162,Q9LHA8,,Q9LHA8
MicroRNAs in cancer,n/a,map05206,1,95,0.211165444047549,0.315123816501727,Q9LHD1,,Q9LHD1
ABC transporters,n/a,map02010,1,35,0.0850881867232399,0.223069030058223,Q9LHD1,,Q9LHD1
Bile secretion,n/a,map04976,1,32,0.0782820014504833,0.220097221469475,Q9LHD1,,Q9LHD1
Pancreatic secretion,n/a,map04972,1,63,0.146245566176942,0.30838738954703,Q94A41,,Q94A41
Carbohydrate digestion and absorption,n/a,map04973,1,20,0.0505488885810392,0.17204358569687,Q94A41,,Q94A41
Hepatocellular carcinoma,n/a,map05225,1,119,0.256604856032025,0.311133387938831,Q9FUS8,,Q9FUS8
Phagosome,n/a,map04145,1,159,0.326612963194762,0.352016193665466,Q9M206,,Q9M206
Amyotrophic lateral sclerosis (ALS),n/a,map05014,1,87,0.195412030507503,0.32127062642759,O78310,,O78310
Longevity regulating pathway - multiple species,n/a,map04213,2,73,0.0149496678965274,0.0805620992201754,"Q9LHA8, O78310",,Q9LHA8; O78310
Lysine biosynthesis,n/a,map00300,1,30,0.0737165326103881,0.223453239475239,Q9ZQI7,,Q9ZQI7
Necroptosis,n/a,map04217,1,122,0.262098171055849,0.313870649289103,P27323,,P27323
GABAergic synapse,n/a,map04727,1,53,0.124886117969502,0.288427462929564,Q8LPF4,,Q8LPF4
Fluid shear stress and atherosclerosis,n/a,map05418,3,197,0.0136600192237371,0.082813866543906,"Q9FUS8, P27323, Q9SIF2",,Q9FUS8; P27323; Q9SIF2
Estrogen signaling pathway,n/a,map04915,3,48,0.000283496214754516,0.00687478320779701,"P27323, Q9LHA8, Q9SIF2",,P27323; Q9LHA8; Q9SIF2
Glycerophospholipid metabolism,n/a,map00564,1,164,0.334888605499366,0.356969172894929,Q9ZU49,,Q9ZU49
Fructose and mannose metabolism,n/a,map00051,1,110,0.239879154495027,0.310243706480235,Q9LNE3,,Q9LNE3
Morphine addiction,n/a,map05032,1,9,0.0243969389966048,0.112690622984317,Q8LPF4,,Q8LPF4
Nicotine addiction,n/a,map05033,1,7,0.0195654800907298,0.0948925784400394,Q8LPF4,,Q8LPF4
Retrograde endocannabinoid signaling,n/a,map04723,1,83,0.18741813314341,0.321762104688686,Q8LPF4,,Q8LPF4
Quorum sensing,n/a,map02024,1,115,0.249216982566762,0.311923191083561,O65457,,O65457
Pentose and glucuronate interconversions,n/a,map00040,3,152,0.00686318210415801,0.0475520474359519,"Q9SRX4, Q42534, O65457",,Q9SRX4; Q42534; O65457
Galactose metabolism,n/a,map00052,1,96,0.213112880095562,0.310856381492775,O80518,,O80518
Vibrio cholerae infection,n/a,map05110,1,98,0.216993388727995,0.307275309585627,Q9M206,,Q9M206
Aminoacyl-tRNA biosynthesis,n/a,map00970,1,88,0.197398227622038,0.319127134655628,F4K2L4,,F4K2L4
Two-component system,n/a,map02020,3,99,0.00213046429667248,0.0229616707530256,"Q9SRX4, Q42534, Q9C9H5",,Q9SRX4; Q42534; Q9C9H5
MAPK signaling pathway - fly,n/a,map04013,1,100,0.220854824029324,0.306041684726349,Q9C9Y7,,Q9C9Y7
MAPK signaling pathway,n/a,map04010,1,81,0.183391549463128,0.342095774960066,Q9LHA8,,Q9LHA8
Spliceosome,n/a,map03040,2,318,0.187200869837556,0.330154261349872,"Q9XFR5, Q9LHA8",,Q9XFR5; Q9LHA8
Glutathione metabolism,n/a,map00480,2,172,0.0692435956718646,0.216665444521641,"Q9FUS8, Q1PER6",,Q9FUS8; Q1PER6
Ubiquinone and other terpenoid-quinone biosynthesis,n/a,map00130,1,67,0.15464313272003,0.306130283139652,Q9S777,,Q9S777
Platinum drug resistance,n/a,map01524,1,115,0.249216982566762,0.311923191083561,Q9FUS8,,Q9FUS8
Aminobenzoate degradation,n/a,map00627,1,16,0.0411209314324324,0.15341270572869,P32961,,P32961
Styrene degradation,n/a,map00643,1,17,0.0434866322813101,0.156229753010633,P32961,,P32961
RNA polymerase,n/a,map03020,1,83,0.18741813314341,0.321762104688686,Q6NLH0,,Q6NLH0
Th17 cell differentiation,n/a,map04659,1,34,0.0828250423802902,0.223167475302449,P27323,,P27323
Herpes simplex virus 1 infection,n/a,map05168,1,82,0.185407321028495,0.333046484069705,Q9XFR5,,Q9XFR5
Photosynthesis,n/a,map00195,1,147,0.306330300622272,0.333865608543375,O04090,,O04090
Metabolism of xenobiotics by cytochrome P450,n/a,map00980,1,89,0.19937953780254,0.31704615027617,Q9FUS8,,Q9FUS8
Drug metabolism - cytochrome P450,n/a,map00982,1,92,0.205294266980148,0.316087998366259,Q9FUS8,,Q9FUS8
Chemical carcinogenesis,n/a,map05204,1,84,0.189423998054743,0.316795307091552,Q9FUS8,,Q9FUS8
Fatty acid elongation,n/a,map00062,3,59,0.000504637684076431,0.00978997107108277,"Q5XEP9, Q9FYL6, O65677",,Q5XEP9; Q9FYL6; O65677
IL-17 signaling pathway,n/a,map04657,3,29,6.99044990373909E-05,0.00226024546887564,"Q9XFR5, P27323, Q9SIF2",,Q9XFR5; P27323; Q9SIF2
Flavone and flavonol biosynthesis,n/a,map00944,1,11,0.029204667771857,0.128766035175915,Q9S9P6,,Q9S9P6
Steroid hormone biosynthesis,n/a,map00140,1,5,0.0147101743331497,0.0839345241362072,Q9FYL6,,Q9FYL6
Toll and Imd signaling pathway,n/a,map04624,1,20,0.0505488885810392,0.17204358569687,Q9C9Y7,,Q9C9Y7
