#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
Biosynthesis of unsaturated fatty acids,n/a,map01040,2,38,0.00241574201155699,0.0138587304873533,"Q84VY3, Q570C8",,Q84VY3; Q570C8
PPAR signaling pathway,n/a,map03320,1,64,0.110778136571896,0.182951771005101,Q570C8,,Q570C8
Hepatitis C,n/a,map05160,1,66,0.113985597424734,0.185439255511881,Q9T0G2,,Q9T0G2
NOD-like receptor signaling pathway,n/a,map04621,1,117,0.191995780078691,0.243343488704388,Q8GXV2,,Q8GXV2
Methane metabolism,n/a,map00680,1,94,0.157699291648138,0.223236659605806,Q9SJQ9,,Q9SJQ9
Epstein-Barr virus infection,n/a,map05169,1,154,0.244274941810397,0.27449452224055,Q9T0G2,,Q9T0G2
Nitrogen metabolism,n/a,map00910,2,79,0.00955968169672426,0.032562665779467,"P11832, P32962",,P11832; P32962
Parkinson disease,n/a,map05012,4,411,0.0070574084347953,0.0307703007757075,"P40941, F4JWS8, Q8GXV2, Q9T0G2",,P40941; F4JWS8; Q8GXV2; Q9T0G2
Prion diseases,n/a,map05020,1,20,0.0372149769425861,0.084509010140456,P24704,,P24704
Antigen processing and presentation,n/a,map04612,2,78,0.00933464044332367,0.0328218002684606,"P22954, Q9SKY8",,P22954; Q9SKY8
Toxoplasmosis,n/a,map05145,2,81,0.0100169710456794,0.0321132307052665,"P22954, Q9T0G2",,P22954; Q9T0G2
Drug metabolism - other enzymes,n/a,map00983,5,141,7.66066761475574E-06,6.9584397500698E-05,"Q9XIF8, Q9ZW24, Q9ZW29, Q9ZW30, P46422",,Q9XIF8; Q9ZW24; Q9ZW29; Q9ZW30; P46422
Alzheimer disease,n/a,map05010,3,426,0.0433051263527151,0.0963318116825703,"P40941, F4JWS8, Q9T0G2",,P40941; F4JWS8; Q9T0G2
Biosynthesis of amino acids,n/a,map01230,2,419,0.176523889376201,0.231820529421757,"Q9SJQ9, Q8W2B8",,Q9SJQ9; Q8W2B8
Cysteine and methionine metabolism,n/a,map00270,3,201,0.00618911628586903,0.0293310293547706,"Q9S7T9, Q37001, Q8W2B8",,Q9S7T9; Q37001; Q8W2B8
Cellular senescence,n/a,map04218,1,140,0.224901886218553,0.260790485083215,P40941,,P40941
Pathways in cancer,n/a,map05200,6,283,1.61758882845817E-05,0.000135628601770724,"Q9XIF8, Q9ZW24, Q9ZW29, Q9ZW30, P46422, Q9T0G2",,Q9XIF8; Q9ZW24; Q9ZW29; Q9ZW30; P46422; Q9T0G2
Hepatitis B,n/a,map05161,1,54,0.0945666254505309,0.164924194785726,Q9T0G2,,Q9T0G2
Terpenoid backbone biosynthesis,n/a,map00900,1,105,0.174279073374981,0.231663646315524,Q56Y11,,Q56Y11
p53 signaling pathway,n/a,map04115,1,54,0.0945666254505309,0.164924194785726,Q9T0G2,,Q9T0G2
Small cell lung cancer,n/a,map05222,1,30,0.05444858342852,0.109905473957568,Q9T0G2,,Q9T0G2
Measles,n/a,map05162,2,58,0.00535354479123435,0.0265243810111156,"P22954, Q9T0G2",,P22954; Q9T0G2
"Cutin, suberine and wax biosynthesis",n/a,map00073,2,52,0.00435904132600276,0.0226255002159191,"B9TSP7, O23066",,B9TSP7; O23066
Pentose phosphate pathway,n/a,map00030,1,104,0.172785342399618,0.233957792814389,Q9SJQ9,,Q9SJQ9
Human immunodeficiency virus 1 infection,n/a,map05170,1,172,0.268476486460477,0.29263937024192,Q9T0G2,,Q9T0G2
Hepatocellular carcinoma,n/a,map05225,5,119,3.45299670203839E-06,3.42160582292895E-05,"Q9XIF8, Q9ZW24, Q9ZW29, Q9ZW30, P46422",,Q9XIF8; Q9ZW24; Q9ZW29; Q9ZW30; P46422
Thermogenesis,n/a,map04714,1,259,0.375004265804726,0.385617594082219,F4JWS8,,F4JWS8
Amyotrophic lateral sclerosis (ALS),n/a,map05014,2,87,0.011445825314202,0.0356455702642292,"P24704, Q9T0G2",,P24704; Q9T0G2
Longevity regulating pathway - multiple species,n/a,map04213,2,73,0.00824584340603237,0.0309929976295699,"P24704, P22954",,P24704; P22954
Necroptosis,n/a,map04217,1,122,0.199265583184473,0.246817597353495,P40941,,P40941
Calcium signaling pathway,n/a,map04020,1,80,0.136117641191483,0.211954612712452,P40941,,P40941
cGMP-PKG signaling pathway,n/a,map04022,1,78,0.132989940245164,0.213175051275336,P40941,,P40941
Influenza A,n/a,map05164,2,80,0.00978712833477277,0.032327181469401,"P40941, Q9T0G2",,P40941; Q9T0G2
Kaposi sarcoma-associated herpesvirus infection,n/a,map05167,1,138,0.222094243938166,0.26030400633613,Q9T0G2,,Q9T0G2
Oxidative phosphorylation,n/a,map00190,1,290,0.40910516467473,0.416751990182669,F4JWS8,,F4JWS8
Rap1 signaling pathway,n/a,map04015,1,54,0.0945666254505309,0.164924194785726,Q9FE63,,Q9FE63
Fluid shear stress and atherosclerosis,n/a,map05418,6,197,2.16094659666816E-06,2.3554317903683E-05,"Q9XIF8, Q9ZW24, Q9ZW29, Q9ZW30, Q8GXV2, P46422",,Q9XIF8; Q9ZW24; Q9ZW29; Q9ZW30; Q8GXV2; P46422
Human cytomegalovirus infection,n/a,map05163,1,93,0.156175705523011,0.223988840815898,Q9T0G2,,Q9T0G2
Alcoholism,n/a,map05034,1,144,0.23048694403608,0.264453441051924,Q9SI96,,Q9SI96
Insulin signaling pathway,n/a,map04910,1,135,0.217863787370197,0.258121226340776,O80625,,O80625
Estrogen signaling pathway,n/a,map04915,1,48,0.084698847342245,0.159175420005253,P22954,,P22954
HIF-1 signaling pathway,n/a,map04066,1,107,0.177258485100568,0.230013986618594,Q9SJQ9,,Q9SJQ9
Fructose and mannose metabolism,n/a,map00051,1,110,0.181707548783153,0.233013209616043,Q9SJQ9,,Q9SJQ9
Carbon fixation in photosynthetic organisms,n/a,map00710,1,125,0.203596173317678,0.24934812237783,Q9SJQ9,,Q9SJQ9
Fatty acid biosynthesis,n/a,map00061,2,65,0.00663228685102255,0.0301216361150608,"Q84VY3, Q9SVQ9",,Q84VY3; Q9SVQ9
Apoptosis,n/a,map04210,1,51,0.0896460457507692,0.165617270963286,Q9T0G2,,Q9T0G2
Tight junction,n/a,map04530,1,98,0.163766300194053,0.228852906681433,Q9SKY8,,Q9SKY8
Pentose and glucuronate interconversions,n/a,map00040,2,152,0.0319083085325444,0.0772890140010519,"Q9FM79, O81301",,Q9FM79; O81301
Galactose metabolism,n/a,map00052,2,96,0.0137458723987373,0.0394289497753254,"Q8RX87, O22893",,Q8RX87; O22893
Two-component system,n/a,map02020,3,99,0.000871940375752695,0.00594009380981524,"Q9FM79, O81301, Q9T0G2",,Q9FM79; O81301; Q9T0G2
Non-alcoholic fatty liver disease (NAFLD),n/a,map04932,2,160,0.0349931637240423,0.0811543584238427,"F4JWS8, Q9T0G2",,F4JWS8; Q9T0G2
Cardiac muscle contraction,n/a,map04260,1,38,0.0680140937145336,0.132384575265789,F4JWS8,,F4JWS8
MAPK signaling pathway - fly,n/a,map04013,1,100,0.166783471521407,0.230118967035865,Q9FE63,,Q9FE63
MAPK signaling pathway,n/a,map04010,1,81,0.137677277070639,0.211363707052108,P22954,,P22954
Colorectal cancer,n/a,map05210,1,55,0.0962009280591452,0.161321556283797,Q9T0G2,,Q9T0G2
Viral myocarditis,n/a,map05416,1,36,0.0646409884714022,0.128106686243324,Q9T0G2,,Q9T0G2
Spliceosome,n/a,map03040,1,318,0.438310797372677,0.442369230681683,P22954,,P22954
Glutathione metabolism,n/a,map00480,6,172,1.00893095951332E-06,1.83289124311587E-05,"Q9XIF8, Q9FRL8, Q9ZW24, Q9ZW29, Q9ZW30, P46422",,Q9XIF8; Q9FRL8; Q9ZW24; Q9ZW29; Q9ZW30; P46422
Biofilm formation - Escherichia coli,n/a,map02026,1,25,0.0458705119798713,0.0999977161161194,Q9FNF2,,Q9FNF2
Systemic lupus erythematosus,n/a,map05322,1,91,0.153120298406114,0.222534833683552,Q9SI96,,Q9SI96
Platinum drug resistance,n/a,map01524,6,115,1.04110900798789E-07,5.67404409353401E-06,"Q9XIF8, Q9ZW24, Q9ZW29, Q9ZW30, P46422, Q9T0G2",,Q9XIF8; Q9ZW24; Q9ZW29; Q9ZW30; P46422; Q9T0G2
Biofilm formation - Vibrio cholerae,n/a,map05111,1,8,0.0161214615631568,0.0428594953752218,Q8W2B8,,Q8W2B8
Aminobenzoate degradation,n/a,map00627,1,16,0.0302343074008992,0.0748986251522276,P32962,,P32962
Styrene degradation,n/a,map00643,1,17,0.0319841839764675,0.0757886098572817,P32962,,P32962
Apoptosis - fly,n/a,map04214,1,27,0.0493109974138727,0.105390170943375,Q9T0G2,,Q9T0G2
Apoptosis - multiple species,n/a,map04215,1,6,0.012561421565089,0.0380331930720751,Q9T0G2,,Q9T0G2
Herpes simplex virus 1 infection,n/a,map05168,1,82,0.139234110145129,0.210784972303042,Q9T0G2,,Q9T0G2
Metabolism of xenobiotics by cytochrome P450,n/a,map00980,5,89,8.79655958260926E-07,1.91764998900882E-05,"Q9XIF8, Q9ZW24, Q9ZW29, Q9ZW30, P46422",,Q9XIF8; Q9ZW24; Q9ZW29; Q9ZW30; P46422
Drug metabolism - cytochrome P450,n/a,map00982,5,92,1.02824832375394E-06,1.60112953270256E-05,"Q9XIF8, Q9ZW24, Q9ZW29, Q9ZW30, P46422",,Q9XIF8; Q9ZW24; Q9ZW29; Q9ZW30; P46422
Mineral absorption,n/a,map04978,1,29,0.0527391330174071,0.108463499979196,O82089,,O82089
Diterpenoid biosynthesis,n/a,map00904,4,40,1.32241061556858E-06,1.6015861899664E-05,"Q9FZ21, Q39103, Q9C971, Q39110",,Q9FZ21; Q39103; Q9C971; Q39110
Chemical carcinogenesis,n/a,map05204,5,84,6.70074193682383E-07,1.82595217778449E-05,"Q9XIF8, Q9ZW24, Q9ZW29, Q9ZW30, P46422",,Q9XIF8; Q9ZW24; Q9ZW29; Q9ZW30; P46422
Prodigiosin biosynthesis,n/a,map00333,1,11,0.021437578980278,0.0556356216392928,Q9SVQ9,,Q9SVQ9
Biotin metabolism,n/a,map00780,1,28,0.0510266061828447,0.106959616806347,Q9SVQ9,,Q9SVQ9
