#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
Hepatocellular carcinoma,n/a,map05225,3,119,9.77064045216184E-05,0.00037128433718215,"Q9SHH7, Q8GYM1, Q9ZW27",,Q9SHH7; Q8GYM1; Q9ZW27
Fluid shear stress and atherosclerosis,n/a,map05418,3,197,0.000417539378716917,0.00105776642608286,"Q9SHH7, Q8GYM1, Q9ZW27",,Q9SHH7; Q8GYM1; Q9ZW27
Glycerophospholipid metabolism,n/a,map00564,1,164,0.111279873283504,0.124371623081563,Q9FLM1,,Q9FLM1
Pentose and glucuronate interconversions,n/a,map00040,2,152,0.00553693482212503,0.0110738696442501,"Q9LY82, Q8RXK7",,Q9LY82; Q8RXK7
Two-component system,n/a,map02020,1,99,0.0689847628198147,0.0845619673275148,Q8RXK7,,Q8RXK7
Glutathione metabolism,n/a,map00480,3,172,0.000282729038130227,0.000826438726842203,"Q9SHH7, Q8GYM1, Q9ZW27",,Q9SHH7; Q8GYM1; Q9ZW27
Inositol phosphate metabolism,n/a,map00562,1,127,0.0874427555454108,0.100691657900776,O82200,,O82200
Platinum drug resistance,n/a,map01524,3,115,8.85152780685345E-05,0.000373731174067146,"Q9SHH7, Q8GYM1, Q9ZW27",,Q9SHH7; Q8GYM1; Q9ZW27
Aminobenzoate degradation,n/a,map00627,1,16,0.0120739137286695,0.022940436084472,P32962,,P32962
Styrene degradation,n/a,map00643,1,17,0.0127796389519758,0.0231250609607182,P32962,,P32962
"Alanine, aspartate and glutamate metabolism",n/a,map00250,1,97,0.0676523016512639,0.0886478435430355,Q9SR86,,Q9SR86
Metabolism of xenobiotics by cytochrome P450,n/a,map00980,3,89,4.22074651483245E-05,0.000229126239376619,"Q9SHH7, Q8GYM1, Q9ZW27",,Q9SHH7; Q8GYM1; Q9ZW27
Drug metabolism - cytochrome P450,n/a,map00982,3,92,4.64493450212696E-05,0.000220634388851031,"Q9SHH7, Q8GYM1, Q9ZW27",,Q9SHH7; Q8GYM1; Q9ZW27
Diterpenoid biosynthesis,n/a,map00904,1,40,0.0288744775183455,0.0457179227373804,O49561,,O49561
Chemical carcinogenesis,n/a,map05204,3,84,3.57169930238315E-05,0.000226207622484266,"Q9SHH7, Q8GYM1, Q9ZW27",,Q9SHH7; Q8GYM1; Q9ZW27
