#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
MAPK signaling pathway - plant,n/a,map04016,2,238,0.154149033928249,0.312579985465615,"Q9LX16, Q9FJ49",,Q9LX16; Q9FJ49
Cell cycle,n/a,map04110,1,206,0.452099052965985,0.50774201333103,Q9S7T7,,Q9S7T7
Cell cycle - yeast,n/a,map04111,1,167,0.386285950965092,0.447601181277011,Q9S7T7,,Q9S7T7
Legionellosis,n/a,map05134,1,81,0.211968135310046,0.33638421473116,Q9LYJ3,,Q9LYJ3
Longevity regulating pathway - worm,n/a,map04212,4,180,0.00213275119056687,0.0141537124464892,"Q9SRY5, Q9SHH7, Q9C6C8, Q9ZW27",,Q9SRY5; Q9SHH7; Q9C6C8; Q9ZW27
alpha-Linolenic acid metabolism,n/a,map00592,1,71,0.188732423387268,0.324175691935778,Q8LAH7,,Q8LAH7
mRNA surveillance pathway,n/a,map03015,1,196,0.435926944948034,0.497229171581352,Q9FLE2,,Q9FLE2
Fatty acid metabolism,n/a,map01212,1,111,0.277768309390378,0.362090831883886,Q9M880,,Q9M880
Biosynthesis of unsaturated fatty acids,n/a,map01040,1,38,0.107097799158187,0.252198043178956,Q9M880,,Q9M880
Circadian rhythm - plant,n/a,map04712,1,71,0.188732423387268,0.324175691935778,Q8W1E3,,Q8W1E3
Glucosinolate biosynthesis,n/a,map00966,4,47,1.56012566452694E-05,0.00113889173510466,"Q9FG67, Q9LE06, P48421, O81346",,Q9FG67; Q9LE06; P48421; O81346
2-Oxocarboxylic acid metabolism,n/a,map01210,5,126,4.39795358444473E-05,0.00160525305832233,"Q9FG67, Q9S702, Q9LE06, P48421, O81346",,Q9FG67; Q9S702; Q9LE06; P48421; O81346
Drug metabolism - other enzymes,n/a,map00983,4,141,0.000890413833501728,0.00722224553840291,"Q9SRY5, Q9SHH7, Q9C6C8, Q9ZW27",,Q9SRY5; Q9SHH7; Q9C6C8; Q9ZW27
Amino sugar and nucleotide sugar metabolism,n/a,map00520,1,249,0.516532801939931,0.55451315502375,Q9M1B9,,Q9M1B9
Zeatin biosynthesis,n/a,map00908,1,59,0.159946084924676,0.311361711986703,Q94ID3,,Q94ID3
"Phenylalanine, tyrosine and tryptophan biosynthesis",n/a,map00400,1,85,0.221075520670014,0.336219021018979,Q67Y55,,Q67Y55
Biosynthesis of amino acids,n/a,map01230,1,419,1,1.01388888888889,Q9S702,,Q9S702
Cysteine and methionine metabolism,n/a,map00270,4,201,0.00314472609982365,0.0163975003776519,"Q9S7T9, Q9S702, Q9M0S8, Q67Y55",,Q9S7T9; Q9S702; Q9M0S8; Q67Y55
Pathways in cancer,n/a,map05200,4,283,0.0101359737548995,0.0369963042053832,"Q9SRY5, Q9SHH7, Q9C6C8, Q9ZW27",,Q9SRY5; Q9SHH7; Q9C6C8; Q9ZW27
Gastric cancer,n/a,map05226,2,54,0.0116471342072104,0.0404876570060171,"Q9FWX8, Q9LSJ5",,Q9FWX8; Q9LSJ5
MicroRNAs in cancer,n/a,map05206,3,95,0.0029998895715613,0.0168455337479981,"Q9FWX8, Q9LSJ5, Q9M0S8",,Q9FWX8; Q9LSJ5; Q9M0S8
ABC transporters,n/a,map02010,2,35,0.00522257839519769,0.0224263660499665,"Q9FWX8, Q9LSJ5",,Q9FWX8; Q9LSJ5
Bile secretion,n/a,map04976,2,32,0.00442446827192595,0.0201866364906621,"Q9FWX8, Q9LSJ5",,Q9FWX8; Q9LSJ5
Hepatocellular carcinoma,n/a,map05225,4,119,0.000481002367190762,0.0043891466006157,"Q9SRY5, Q9SHH7, Q9C6C8, Q9ZW27",,Q9SRY5; Q9SHH7; Q9C6C8; Q9ZW27
Lysine biosynthesis,n/a,map00300,1,30,0.0861041904724689,0.224485925160365,Q9S702,,Q9S702
Fluid shear stress and atherosclerosis,n/a,map05418,4,197,0.0029309636490062,0.0178300288647877,"Q9SRY5, Q9SHH7, Q9C6C8, Q9ZW27",,Q9SRY5; Q9SHH7; Q9C6C8; Q9ZW27
Insulin signaling pathway,n/a,map04910,1,135,0.326440395154722,0.397169147438245,Q4V3D6,,Q4V3D6
Glycerophospholipid metabolism,n/a,map00564,1,164,0.380908343569311,0.44848885613806,Q9C6B9,,Q9C6B9
Fructose and mannose metabolism,n/a,map00051,1,110,0.27566589831948,0.365883828678583,Q9M1B9,,Q9M1B9
Fatty acid biosynthesis,n/a,map00061,1,65,0.174464362267809,0.326561498603847,Q9M880,,Q9M880
Quorum sensing,n/a,map02024,1,115,0.28611727799444,0.366430899887616,O65457,,O65457
Nucleotide excision repair,n/a,map03420,1,120,0.296418275195131,0.373078173952492,F4IFN6,,F4IFN6
Pentose and glucuronate interconversions,n/a,map00040,2,152,0.0741309458122094,0.216462361771652,"O81301, O65457",,O81301; O65457
Vibrio cholerae infection,n/a,map05110,1,98,0.249955859772918,0.361322331948971,Q9LYJ3,,Q9LYJ3
Aminoacyl-tRNA biosynthesis,n/a,map00970,1,88,0.227837112707928,0.339430800564873,F4K2L4,,F4K2L4
Two-component system,n/a,map02020,1,99,0.252132681223234,0.353955494794155,O81301,,O81301
Spliceosome,n/a,map03040,1,318,0.604507654335571,0.630415125235667,Q9FYE0,,Q9FYE0
Ribosome,n/a,map03010,1,654,1,1.01388888888889,Q9FY65,,Q9FY65
Glutathione metabolism,n/a,map00480,4,172,0.00181516017789463,0.0132506692986308,"Q9SRY5, Q9SHH7, Q9C6C8, Q9ZW27",,Q9SRY5; Q9SHH7; Q9C6C8; Q9ZW27
Novobiocin biosynthesis,n/a,map00401,1,12,0.0370515312133368,0.117598338198852,Q67Y55,,Q67Y55
Ubiquinone and other terpenoid-quinone biosynthesis,n/a,map00130,1,67,0.179247970570155,0.327127546290532,Q67Y55,,Q67Y55
DNA replication,n/a,map03030,1,78,0.20506798189781,0.340226424512276,F4IFN6,,F4IFN6
Platinum drug resistance,n/a,map01524,4,115,0.00042455601179455,0.00442751269442888,"Q9SRY5, Q9SHH7, Q9C6C8, Q9ZW27",,Q9SRY5; Q9SHH7; Q9C6C8; Q9ZW27
Phospholipase D signaling pathway,n/a,map04072,1,81,0.211968135310046,0.33638421473116,Q9LYJ3,,Q9LYJ3
Metabolism of xenobiotics by cytochrome P450,n/a,map00980,4,89,0.000165617418277746,0.00241801430685509,"Q9SRY5, Q9SHH7, Q9C6C8, Q9ZW27",,Q9SRY5; Q9SHH7; Q9C6C8; Q9ZW27
Drug metabolism - cytochrome P450,n/a,map00982,4,92,0.000187149901340086,0.00227699046630438,"Q9SRY5, Q9SHH7, Q9C6C8, Q9ZW27",,Q9SRY5; Q9SHH7; Q9C6C8; Q9ZW27
Other glycan degradation,n/a,map00511,1,30,0.0861041904724689,0.224485925160365,Q9FKW9,,Q9FKW9
Diterpenoid biosynthesis,n/a,map00904,1,40,0.112270623302821,0.256117359409559,Q39112,,Q39112
Base excision repair,n/a,map03410,1,68,0.181629399379603,0.323388930602708,F4IFN6,,F4IFN6
Chemical carcinogenesis,n/a,map05204,4,84,0.000133788294694184,0.00244163637816885,"Q9SRY5, Q9SHH7, Q9C6C8, Q9ZW27",,Q9SRY5; Q9SHH7; Q9C6C8; Q9ZW27
Sesquiterpenoid and triterpenoid biosynthesis,n/a,map00909,1,30,0.0861041904724689,0.224485925160365,Q9FI37,,Q9FI37
Monoterpenoid biosynthesis,n/a,map00902,1,8,0.0257992725875155,0.0856066772222106,Q84UV0,,Q84UV0
