#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
Oocyte meiosis,n/a,map04114,3,189,0.00281326155830155,0.0602037973476531,"Q9SRZ0, Q9S9Z8, Q9SUA6",,Q9SRZ0; Q9S9Z8; Q9SUA6
Ubiquitin mediated proteolysis,n/a,map04120,2,252,0.0525788745367384,0.181481921788097,"Q9SRZ0, Q9FFB6",,Q9SRZ0; Q9FFB6
Viral carcinogenesis,n/a,map05203,1,227,0.280894073163039,0.291802580858691,Q9S9Z8,,Q9S9Z8
Human T-cell leukemia virus 1 infection,n/a,map05166,1,168,0.216792940043192,0.236702495761444,Q9SUA6,,Q9SUA6
Tuberculosis,n/a,map05152,1,129,0.171333673288094,0.21072072461869,Q9SUA6,,Q9SUA6
Longevity regulating pathway - worm,n/a,map04212,1,180,0.230274989262348,0.246394238510712,Q6NLB0,,Q6NLB0
Protein processing in endoplasmic reticulum,n/a,map04141,2,364,0.0986243375935466,0.191869165863809,"Q9SRZ0, A0A1P8BC76",,Q9SRZ0; A0A1P8BC76
PI3K-Akt signaling pathway,n/a,map04151,2,155,0.0219305262753281,0.13803331243883,"Q9S9Z8, Q8RWC9",,Q9S9Z8; Q8RWC9
AMPK signaling pathway,n/a,map04152,1,141,0.185593721136524,0.218225584193495,Q8RWC9,,Q8RWC9
Human papillomavirus infection,n/a,map05165,1,212,0.265109489095431,0.278105052286384,A0A1P8BC76,,A0A1P8BC76
Peroxisome,n/a,map04146,2,144,0.0191520934051011,0.136618266289721,"Q9FPH4, F4JLI5",,Q9FPH4; F4JLI5
Carbon metabolism,n/a,map01200,2,480,0.154108772039471,0.201093153758822,"Q9LMX8, Q944I4",,Q9LMX8; Q944I4
MAPK signaling pathway - yeast,n/a,map04011,1,78,0.107906538477144,0.194050413732006,Q9S9Z8,,Q9S9Z8
Hippo signaling pathway,n/a,map04390,1,71,0.0988321807779525,0.188840059700731,Q9S9Z8,,Q9S9Z8
Hippo signaling pathway - fly,n/a,map04391,1,64,0.0896660486425655,0.199880566765719,Q9S9Z8,,Q9S9Z8
Hepatitis C,n/a,map05160,1,66,0.0922943618993683,0.1899133985237,Q9S9Z8,,Q9S9Z8
NOD-like receptor signaling pathway,n/a,map04621,1,117,0.156825378961477,0.199765661296167,Q9S9Z8,,Q9S9Z8
Neurotrophin signaling pathway,n/a,map04722,1,84,0.115612207288392,0.188862689768823,Q9S9Z8,,Q9S9Z8
Glyoxylate and dicarboxylate metabolism,n/a,map00630,1,144,0.189120441135815,0.219955295668828,Q944I4,,Q944I4
Pyrimidine metabolism,n/a,map00240,1,98,0.133335692678214,0.187722619954854,A0A178WJZ2,,A0A178WJZ2
Autophagy - animal,n/a,map04140,1,145,0.190292636620964,0.21893883998326,Q8RWC9,,Q8RWC9
Glucosinolate biosynthesis,n/a,map00966,1,47,0.0670176689962641,0.193807853583791,Q9FG67,,Q9FG67
2-Oxocarboxylic acid metabolism,n/a,map01210,1,126,0.167730039402935,0.208687374605977,Q9FG67,,Q9FG67
Drug metabolism - other enzymes,n/a,map00983,2,141,0.0184221383728181,0.140797771849395,"Q6NLB0, F4JLI5",,Q6NLB0; F4JLI5
Amino sugar and nucleotide sugar metabolism,n/a,map00520,1,249,0.303436951916377,0.309216703381451,O81862,,O81862
Alzheimer disease,n/a,map05010,1,426,0.46100961937284,0.46100961937284,Q9SUA6,,Q9SUA6
Longevity regulating pathway,n/a,map04211,1,65,0.0909811497911218,0.194699660553001,Q8RWC9,,Q8RWC9
Cysteine and methionine metabolism,n/a,map00270,1,201,0.253315620216825,0.268364072902973,Q94AL9,,Q94AL9
Cellular senescence,n/a,map04218,1,140,0.184414761909184,0.219248661380918,Q9SUA6,,Q9SUA6
Pathways in cancer,n/a,map05200,2,283,0.0643576421163555,0.191285214068057,"Q9SRZ0, Q6NLB0",,Q9SRZ0; Q6NLB0
Terpenoid backbone biosynthesis,n/a,map00900,1,105,0.14206454169448,0.187665505695177,Q1PET6,,Q1PET6
p53 signaling pathway,n/a,map04115,1,54,0.0764105421471613,0.199412878286494,Q9FFB6,,Q9FFB6
FoxO signaling pathway,n/a,map04068,1,90,0.123251691384712,0.187062850754102,Q8RWC9,,Q8RWC9
Measles,n/a,map05162,1,58,0.0817356197203577,0.196532838428725,Q9FFB6,,Q9FFB6
Pentose phosphate pathway,n/a,map00030,1,104,0.140822935963175,0.189535272302639,Q9LMX8,,Q9LMX8
Human immunodeficiency virus 1 infection,n/a,map05170,2,172,0.0265291032336715,0.135172097428707,"Q9SRZ0, Q9SUA6",,Q9SRZ0; Q9SUA6
Hepatocellular carcinoma,n/a,map05225,1,119,0.159260848782767,0.200481303761835,Q6NLB0,,Q6NLB0
Thermogenesis,n/a,map04714,1,259,0.313450060575458,0.316407136618623,Q8RWC9,,Q8RWC9
Amyotrophic lateral sclerosis (ALS),n/a,map05014,1,87,0.119440186944433,0.189334814860065,Q9SUA6,,Q9SUA6
Longevity regulating pathway - multiple species,n/a,map04213,1,73,0.101434179059057,0.190411529110862,Q8RWC9,,Q8RWC9
Calcium signaling pathway,n/a,map04020,1,80,0.110482483697007,0.190671383154513,Q9SUA6,,Q9SUA6
cGMP-PKG signaling pathway,n/a,map04022,1,78,0.107906538477144,0.194050413732006,Q9SUA6,,Q9SUA6
Apelin signaling pathway,n/a,map04371,1,69,0.0962226907968837,0.194260904061633,Q8RWC9,,Q8RWC9
Kaposi sarcoma-associated herpesvirus infection,n/a,map05167,1,138,0.182051750003319,0.218871205060171,Q9SUA6,,Q9SUA6
Axon regeneration,n/a,map04361,1,87,0.119440186944433,0.189334814860065,Q8RWC9,,Q8RWC9
Fluid shear stress and atherosclerosis,n/a,map05418,2,197,0.0339255940660343,0.16500175295753,"Q6NLB0, Q8RWC9",,Q6NLB0; Q8RWC9
Human cytomegalovirus infection,n/a,map05163,1,93,0.127046791060773,0.186219269089078,Q9SUA6,,Q9SUA6
Amphetamine addiction,n/a,map05031,1,65,0.0909811497911218,0.194699660553001,Q9SUA6,,Q9SUA6
Insulin signaling pathway,n/a,map04910,1,135,0.178494462331538,0.217033039425847,Q8RWC9,,Q8RWC9
Oxytocin signaling pathway,n/a,map04921,2,79,0.0062316948041929,0.0952559062926629,"Q8RWC9, Q9SUA6",,Q8RWC9; Q9SUA6
Glucagon signaling pathway,n/a,map04922,2,133,0.0165352355268208,0.136097707797679,"Q8RWC9, Q9SUA6",,Q8RWC9; Q9SUA6
Renin secretion,n/a,map04924,1,42,0.0602503802141767,0.195357293421725,Q9SUA6,,Q9SUA6
C-type lectin receptor signaling pathway,n/a,map04625,1,40,0.057529818877487,0.192365331871597,Q9SUA6,,Q9SUA6
Long-term potentiation,n/a,map04720,1,65,0.0909811497911218,0.194699660553001,Q9SUA6,,Q9SUA6
Glycerophospholipid metabolism,n/a,map00564,3,164,0.00189609095989743,0.0507204331772562,"Q9SHJ5, Q9XI60, Q9FLM1",,Q9SHJ5; Q9XI60; Q9FLM1
Wnt signaling pathway,n/a,map04310,2,158,0.02271557176028,0.135031454352775,"Q9SRZ0, Q9SUA6",,Q9SRZ0; Q9SUA6
TGF-beta signaling pathway,n/a,map04350,1,70,0.0975283736259835,0.193250666258893,Q9SRZ0,,Q9SRZ0
Circadian rhythm,n/a,map04710,2,60,0.00370294597804812,0.0660358699418581,"Q9SRZ0, Q8RWC9",,Q9SRZ0; Q8RWC9
Tight junction,n/a,map04530,1,98,0.133335692678214,0.187722619954854,Q8RWC9,,Q8RWC9
mTOR signaling pathway,n/a,map04150,1,103,0.139579543606047,0.191474502126245,Q8RWC9,,Q8RWC9
Non-alcoholic fatty liver disease (NAFLD),n/a,map04932,1,160,0.207674724126164,0.23390732085789,Q8RWC9,,Q8RWC9
MAPK signaling pathway,n/a,map04010,1,81,0.111767681448485,0.188332943543116,Q9SUA6,,Q9SUA6
VEGF signaling pathway,n/a,map04370,1,57,0.0804072192329746,0.200083080416937,Q9SUA6,,Q9SUA6
Axon guidance,n/a,map04360,1,79,0.109195436904227,0.191539536864791,Q9SUA6,,Q9SUA6
Osteoclast differentiation,n/a,map04380,1,61,0.0857093837070806,0.195125618226758,Q9SUA6,,Q9SUA6
Natural killer cell mediated cytotoxicity,n/a,map04650,1,54,0.0764105421471613,0.199412878286494,Q9SUA6,,Q9SUA6
B cell receptor signaling pathway,n/a,map04662,1,58,0.0817356197203577,0.196532838428725,Q9SUA6,,Q9SUA6
Riboflavin metabolism,n/a,map00740,1,31,0.0451900587696734,0.185974472629041,Q6NLQ7,,Q6NLQ7
Folate biosynthesis,n/a,map00790,1,43,0.0616077312058344,0.193883154088949,Q6NLQ7,,Q6NLQ7
Glutathione metabolism,n/a,map00480,1,172,0.221312844138117,0.239196710331096,Q6NLB0,,Q6NLB0
Insulin resistance,n/a,map04931,1,75,0.104028706956194,0.191915028350219,Q8RWC9,,Q8RWC9
Platinum drug resistance,n/a,map01524,1,115,0.154382894280818,0.199023731181296,Q6NLB0,,Q6NLB0
Aminobenzoate degradation,n/a,map00627,1,16,0.0242658006740459,0.136654772216995,Q9FR37,,Q9FR37
Styrene degradation,n/a,map00643,1,17,0.0256748262496481,0.137360320435617,Q9FR37,,Q9FR37
Glutamatergic synapse,n/a,map04724,1,59,0.0830621121330593,0.193209695613855,Q9SUA6,,Q9SUA6
PD-L1 expression and PD-1 checkpoint pathway in cancer,n/a,map05235,1,54,0.0764105421471613,0.199412878286494,Q9SUA6,,Q9SUA6
Th1 and Th2 cell differentiation,n/a,map04658,1,26,0.038265358944187,0.16377573628112,Q9SUA6,,Q9SUA6
Th17 cell differentiation,n/a,map04659,1,34,0.0493210585010083,0.185170289810803,Q9SUA6,,Q9SUA6
T cell receptor signaling pathway,n/a,map04660,1,34,0.0493210585010083,0.185170289810803,Q9SUA6,,Q9SUA6
Adipocytokine signaling pathway,n/a,map04920,1,36,0.0520651804711609,0.185699143680474,Q8RWC9,,Q8RWC9
"Alanine, aspartate and glutamate metabolism",n/a,map00250,1,97,0.132081526756996,0.190982748148629,Q94AL9,,Q94AL9
Metabolism of xenobiotics by cytochrome P450,n/a,map00980,1,89,0.121983016138065,0.189162068503955,Q6NLB0,,Q6NLB0
Drug metabolism - cytochrome P450,n/a,map00982,1,92,0.125783576273215,0.186928370294916,Q6NLB0,,Q6NLB0
Chemical carcinogenesis,n/a,map05204,1,84,0.115612207288392,0.188862689768823,Q6NLB0,,Q6NLB0
Hypertrophic cardiomyopathy (HCM),n/a,map05410,1,14,0.0214416683956133,0.143391157395664,Q8RWC9,,Q8RWC9
Caffeine metabolism,n/a,map00232,1,4,0.00719862848358835,0.0962816559679941,F4JLI5,,F4JLI5
