#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
MAPK signaling pathway,n/a,map04010,2,81,0.0212365293021802,0.0942694715365072,"P22954, Q9LHA8",,P22954; Q9LHA8
Spliceosome,n/a,map03040,2,318,0.212779887489766,0.328185928162181,"P22954, Q9LHA8",,P22954; Q9LHA8
Glutathione metabolism,n/a,map00480,2,172,0.0802272048610813,0.214725754187012,"Q9FUS8, Q1PER6",,Q9FUS8; Q1PER6
Ubiquinone and other terpenoid-quinone biosynthesis,n/a,map00130,1,67,0.16726981217545,0.292722171307038,Q9S777,,Q9S777
Biofilm formation - Escherichia coli,n/a,map02026,1,25,0.0675837646606062,0.198391051100489,Q9FNF2,,Q9FNF2
Platinum drug resistance,n/a,map01524,1,115,0.268249579194944,0.327660559822012,Q9FUS8,,Q9FUS8
Biofilm formation - Vibrio cholerae,n/a,map05111,1,8,0.0239297894869084,0.0989823110594846,Q8W2B8,,Q8W2B8
Aminobenzoate degradation,n/a,map00627,1,16,0.0447209885243825,0.156523459835339,P32962,,P32962
Styrene degradation,n/a,map00643,1,17,0.0472886482342694,0.159380258863649,P32962,,P32962
RNA polymerase,n/a,map03020,1,83,0.202385590572691,0.328876584680622,Q6NLH0,,Q6NLH0
Th17 cell differentiation,n/a,map04659,1,34,0.0899009922783837,0.22724973048147,P27323,,P27323
Photosynthesis,n/a,map00195,1,147,0.328689974921009,0.356080806164426,O04090,,O04090
Metabolism of xenobiotics by cytochrome P450,n/a,map00980,1,89,0.215169967701181,0.320991263291925,Q9FUS8,,Q9FUS8
Drug metabolism - cytochrome P450,n/a,map00982,1,92,0.221485340427283,0.319923269506076,Q9FUS8,,Q9FUS8
Diterpenoid biosynthesis,n/a,map00904,2,40,0.00577488278364241,0.0404241794854969,"Q39110, Q9C971",,Q39110; Q9C971
Chemical carcinogenesis,n/a,map05204,1,84,0.204530647148697,0.326531384044412,Q9FUS8,,Q9FUS8
Fatty acid elongation,n/a,map00062,1,59,0.149138161057206,0.288756865025654,O65677,,O65677
IL-17 signaling pathway,n/a,map04657,1,29,0.0775691054819793,0.220587143714379,P27323,,P27323
Flavone and flavonol biosynthesis,n/a,map00944,1,11,0.0317788351043097,0.120494749770508,Q9S9P6,,Q9S9P6
