#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
Pyruvate metabolism,n/a,map00620,8,156,0.27943006171256,0.348547038107893,"P93819, Q9ZP06, Q9LZF2, Q9LYG3, Q9LKA3, Q8VZF1, O82191, Q9T074",,P93819; Q9ZP06; Q9LZF2; Q9LYG3; Q9LKA3; Q8VZF1; O82191; Q9T074
Biosynthesis of secondary metabolites,n/a,map01110,201,2085,3.07905718049614E-33,5.4345359235757E-31,"Q9MAM3, Q9LMM0, Q9FZ21, P23686, Q5XEP9, P93819, Q8RY24, Q9LNE3, Q9SHJ5, Q9SGD6, Q8GYA3, Q93ZW0, P49294, O65378, Q39041, Q9LMX8, Q9XI60, Q39103, Q9LMR3, Q5E924, Q9SA34, Q84P25, Q42547, Q96528, Q9LRA7, Q8L743, Q9FYL6, Q93ZA3, Q9FVQ6, Q67XC9, Q84WV0, Q9SX54, Q9SSQ9, Q9ZP06, Q9SLK0, Q42588, P50318, O80738, Q41931, O04928, Q9SH69, Q9S777, Q42472, Q9CAG3, Q8L9C4, Q94AH8, Q94A41, Q9C9D0, Q9S7H8, Q8LAH7, Q8GYB8, Q0WPW4, F4I8M8, Q9C9S4, B6EXY6, P47996, Q9SAJ4, Q84VZ1, Q9CA90, Q9C971, Q9ZT84, Q944I4, Q9M8M7, Q9SAH9, Q9LZA6, F4JW83, Q8VZW3, P50287, Q96330, F4KFG5, Q8VZB2, Q9FY99, Q9LM02, P13114, Q94AS5, Q39034, Q9FG67, Q9FLV5, Q9FNF2, Q94C74, P46086, Q944B6, Q9LVY1, Q9FIW4, Q9FF18, Q9FFR3, Q96242, Q9S7D8, Q9FJR1, Q9FKB3, Q570C8, Q9FK35, Q9LV03, Q9FK25, Q56Y11, Q84P23, Q37001, Q1PET6, Q9M884, Q8LFD1, Q9SS67, Q9SRV5, P25858, Q9M7Z1, Q9ZPI5, Q9M9K1, Q9SS48, Q94IA6, Q9LIB9, Q24JJ8, Q9LKA3, Q8VZF1, P48523, Q8LAX0, Q94ID1, Q9LS01, Q9SDL7, Q9LK23, Q8LBZ7, Q9LHA7, Q9LIA0, Q940V4, P92983, O22241, Q9SD76, P49078, Q8LG70, O64989, Q9S818, F4JCU3, P41088, Q9M2U2, P54888, P53780, Q9M1B9, Q9M2E2, Q9LZJ1, Q93WC9, Q9ZU49, Q9SIB9, Q9ZQI7, Q6NLQ7, Q9ZUH5, O81020, Q9ZUY3, Q9ZW15, F4IKM1, P92994, P46643, Q93YZ7, Q9SLH7, Q9ZQP2, Q9SJQ9, Q9SJL8, O80912, Q94AL9, Q9ZV04, O22203, O80822, O22216, P93733, Q9ZW85, O80575, P20115, O64882, O64886, Q9M111, Q9M0X9, Q9S9U6, Q9LDN9, Q9T051, A0A1P8B956, Q9SU39, Q9SVQ9, O23349, Q9FR95, Q0WVX5, O49506, Q9SVS1, Q9SB81, Q9SUW0, Q1EC69, Q39110, A4GNA8, Q9STR4, Q1PE48, O81772, Q8VY26, Q9SMZ4, Q9SZB9, O49482, O65677, F4JLI5, Q8LFC0, Q8W2B8, Q42600, Q9T074, P42734, Q940M2, P42801, P29976",,Q9MAM3; Q9LMM0; Q9FZ21; P23686; Q5XEP9; P93819; Q8RY24; Q9LNE3; Q9SHJ5; Q9SGD6; Q8GYA3; Q93ZW0; P49294; O65378; Q39041; Q9LMX8; Q9XI60; Q39103; Q9LMR3; Q5E924; Q9SA34; Q84P25; Q42547; Q96528; Q9LRA7; Q8L743; Q9FYL6; Q93ZA3; Q9FVQ6; Q67XC9; Q84WV0; Q9SX54; Q9SSQ9; Q9ZP06; Q9SLK0; Q42588; P50318; O80738; Q41931; O04928; Q9SH69; Q9S777; Q42472; Q9CAG3; Q8L9C4; Q94AH8; Q94A41; Q9C9D0; Q9S7H8; Q8LAH7; Q8GYB8; Q0WPW4; F4I8M8; Q9C9S4; B6EXY6; P47996; Q9SAJ4; Q84VZ1; Q9CA90; Q9C971; Q9ZT84; Q944I4; Q9M8M7; Q9SAH9; Q9LZA6; F4JW83; Q8VZW3; P50287; Q96330; F4KFG5; Q8VZB2; Q9FY99; Q9LM02; P13114; Q94AS5; Q39034; Q9FG67; Q9FLV5; Q9FNF2; Q94C74; P46086; Q944B6; Q9LVY1; Q9FIW4; Q9FF18; Q9FFR3; Q96242; Q9S7D8; Q9FJR1; Q9FKB3; Q570C8; Q9FK35; Q9LV03; Q9FK25; Q56Y11; Q84P23; Q37001; Q1PET6; Q9M884; Q8LFD1; Q9SS67; Q9SRV5; P25858; Q9M7Z1; Q9ZPI5; Q9M9K1; Q9SS48; Q94IA6; Q9LIB9; Q24JJ8; Q9LKA3; Q8VZF1; P48523; Q8LAX0; Q94ID1; Q9LS01; Q9SDL7; Q9LK23; Q8LBZ7; Q9LHA7; Q9LIA0; Q940V4; P92983; O22241; Q9SD76; P49078; Q8LG70; O64989; Q9S818; F4JCU3; P41088; Q9M2U2; P54888; P53780; Q9M1B9; Q9M2E2; Q9LZJ1; Q93WC9; Q9ZU49; Q9SIB9; Q9ZQI7; Q6NLQ7; Q9ZUH5; O81020; Q9ZUY3; Q9ZW15; F4IKM1; P92994; P46643; Q93YZ7; Q9SLH7; Q9ZQP2; Q9SJQ9; Q9SJL8; O80912; Q94AL9; Q9ZV04; O22203; O80822; O22216; P93733; Q9ZW85; O80575; P20115; O64882; O64886; Q9M111; Q9M0X9; Q9S9U6; Q9LDN9; Q9T051; A0A1P8B956; Q9SU39; Q9SVQ9; O23349; Q9FR95; Q0WVX5; O49506; Q9SVS1; Q9SB81; Q9SUW0; Q1EC69; Q39110; A4GNA8; Q9STR4; Q1PE48; O81772; Q8VY26; Q9SMZ4; Q9SZB9; O49482; O65677; F4JLI5; Q8LFC0; Q8W2B8; Q42600; Q9T074; P42734; Q940M2; P42801; P29976
Microbial metabolism in diverse environments,n/a,map01120,63,663,4.11379699418111E-11,1.11705410688149E-09,"P93819, Q9FR37, Q93ZW0, P49294, Q9LMX8, Q5E924, Q8L743, Q84WV0, Q9ZP06, Q9SLK0, Q42588, P50318, Q9SH69, Q42472, Q9SR52, Q9LDV4, P11832, F4I8M8, Q9SAJ4, Q9CA90, Q9LZF2, Q9LYG3, Q9FY99, Q94AS5, Q9FMD9, Q43314, Q94C74, Q9FFR3, Q9S7D8, Q9LV03, Q9ZRA2, O49623, Q84JF0, Q1PET6, Q9S7A0, P25858, Q9M9K1, Q24JJ8, Q9LKA3, Q9LUR3, Q8VZF1, Q94CE5, Q9LK23, Q8LBZ7, P32962, P32961, Q8LG70, Q9ZVQ3, Q9SIB9, Q39161, O82191, P46643, Q9SJQ9, P20115, Q94AP0, Q93ZE5, O49506, P92980, A0A1P8B760, F4JLI5, Q8LFC0, Q8W2B8, Q9T074",,P93819; Q9FR37; Q93ZW0; P49294; Q9LMX8; Q5E924; Q8L743; Q84WV0; Q9ZP06; Q9SLK0; Q42588; P50318; Q9SH69; Q42472; Q9SR52; Q9LDV4; P11832; F4I8M8; Q9SAJ4; Q9CA90; Q9LZF2; Q9LYG3; Q9FY99; Q94AS5; Q9FMD9; Q43314; Q94C74; Q9FFR3; Q9S7D8; Q9LV03; Q9ZRA2; O49623; Q84JF0; Q1PET6; Q9S7A0; P25858; Q9M9K1; Q24JJ8; Q9LKA3; Q9LUR3; Q8VZF1; Q94CE5; Q9LK23; Q8LBZ7; P32962; P32961; Q8LG70; Q9ZVQ3; Q9SIB9; Q39161; O82191; P46643; Q9SJQ9; P20115; Q94AP0; Q93ZE5; O49506; P92980; A0A1P8B760; F4JLI5; Q8LFC0; Q8W2B8; Q9T074
Fatty acid degradation,n/a,map00071,8,79,0.00998570294433263,0.0218941188779467,"Q9C7W4, O04469, Q8LKS5, Q570C8, Q9ZPI5, Q9SJD4, Q9ZQP2, Q8W471",,Q9C7W4; O04469; Q8LKS5; Q570C8; Q9ZPI5; Q9SJD4; Q9ZQP2; Q8W471
Glycerolipid metabolism,n/a,map00561,14,104,5.50238867139537E-05,0.00028990197029889,"Q9LMM0, Q9SHJ5, Q9XI60, Q9C5W0, Q94AM5, Q944I4, Q8S4F6, Q9LZA6, Q9FT97, O82730, Q8LFD1, Q9ASU1, Q9ZU49, Q9SLD2",,Q9LMM0; Q9SHJ5; Q9XI60; Q9C5W0; Q94AM5; Q944I4; Q8S4F6; Q9LZA6; Q9FT97; O82730; Q8LFD1; Q9ASU1; Q9ZU49; Q9SLD2
beta-Alanine metabolism,n/a,map00410,8,75,0.00759127898328157,0.0176297465861737,"Q9SHJ8, Q8H191, Q42472, Q9FKB3, Q0WM29, Q9ZQP2, A0A1P8B956, O23349",,Q9SHJ8; Q8H191; Q42472; Q9FKB3; Q0WM29; Q9ZQP2; A0A1P8B956; O23349
Monobactam biosynthesis,n/a,map00261,1,27,0.622924187879784,0.673483118902186,Q9S7D8,,Q9S7D8
Sulfur metabolism,n/a,map00920,8,71,0.00565645802037353,0.0145216704086681,"Q42588, Q9S7D8, O49623, Q84JF0, Q9LK38, Q93WN0, P92980, Q8W2B8",,Q42588; Q9S7D8; O49623; Q84JF0; Q9LK38; Q93WN0; P92980; Q8W2B8
Selenocompound metabolism,n/a,map00450,4,30,0.0280815057043393,0.0498129221790542,"Q9S7D8, Q9LTB2, Q9SRV5, P53780",,Q9S7D8; Q9LTB2; Q9SRV5; P53780
Purine metabolism,n/a,map00230,13,167,0.0113373861482483,0.0242551352141312,"Q8H1D8, Q9SA34, Q9SR52, P47996, Q42563, Q9LFP0, Q9S7D8, Q9FK35, Q84JF0, Q94JM2, Q94AP0, Q9SU38, F4JLI5",,Q8H1D8; Q9SA34; Q9SR52; P47996; Q42563; Q9LFP0; Q9S7D8; Q9FK35; Q84JF0; Q94JM2; Q94AP0; Q9SU38; F4JLI5
Plant hormone signal transduction,n/a,map04075,58,496,9.4437210989263E-14,6.66726709584196E-12,"Q84MC7, P93830, P93825, Q39012, Q93XM6, Q9LQT8, Q9SA49, Q9ZWS7, Q9M7Q5, O24408, Q9SGU2, Q9ZWS9, Q9C8Y3, Q9FXD6, Q9SSM7, Q8S307, Q93ZE2, Q9M9E9, O64538, Q05609, Q9C5U2, Q9FHD7, Q8L746, Q9LUE5, Q9FGM1, Q9LSQ4, Q9ZWS6, Q6NMM4, Q940D0, Q9M7Q2, Q8RXG3, P49678, Q9M246, Q9SN11, Q39192, Q9LZZ4, Q570C0, Q9SLH3, Q9C5U0, O82333, O64812, Q9ZQ28, O80992, Q9SLH0, Q38831, O23661, Q9SJN0, Q96247, Q38846, Q1ECF1, Q9ZWJ9, Q9ZSY8, O49397, Q940H6, Q9M7Q3, O65694, Q9SZT9, Q9SMQ4",,Q84MC7; P93830; P93825; Q39012; Q93XM6; Q9LQT8; Q9SA49; Q9ZWS7; Q9M7Q5; O24408; Q9SGU2; Q9ZWS9; Q9C8Y3; Q9FXD6; Q9SSM7; Q8S307; Q93ZE2; Q9M9E9; O64538; Q05609; Q9C5U2; Q9FHD7; Q8L746; Q9LUE5; Q9FGM1; Q9LSQ4; Q9ZWS6; Q6NMM4; Q940D0; Q9M7Q2; Q8RXG3; P49678; Q9M246; Q9SN11; Q39192; Q9LZZ4; Q570C0; Q9SLH3; Q9C5U0; O82333; O64812; Q9ZQ28; O80992; Q9SLH0; Q38831; O23661; Q9SJN0; Q96247; Q38846; Q1ECF1; Q9ZWJ9; Q9ZSY8; O49397; Q940H6; Q9M7Q3; O65694; Q9SZT9; Q9SMQ4
Regulation of actin cytoskeleton,n/a,map04810,13,119,0.000634033791573911,0.00233139508776657,"Q9LQQ9, Q9SUI2, Q5S2C3, Q9FE63, O82481, Q8L850, Q9M1K2, Q42449, O80856, Q9ZSK2, Q9SLG9, Q9M117, O49606",,Q9LQQ9; Q9SUI2; Q5S2C3; Q9FE63; O82481; Q8L850; Q9M1K2; Q42449; O80856; Q9ZSK2; Q9SLG9; Q9M117; O49606
Bacterial invasion of epithelial cells,n/a,map05100,4,48,0.102056390939765,0.146446772364785,"Q9LQ55, O82481, O80856, Q9M117",,Q9LQ55; O82481; O80856; Q9M117
Pathogenic Escherichia coli infection,n/a,map05130,21,152,5.92891510857434E-07,6.15560892154925E-06,"F4I460, Q9LQQ9, Q5E924, Q39160, Q8RWM6, O23138, Q9LQY3, P11139, Q5S2C3, F4K0A6, O82481, P25858, Q9M2K0, F4IUG9, O80856, F4IRU3, F4IVR7, Q9M117, Q9T0G2, P29517, Q0WPU1",,F4I460; Q9LQQ9; Q5E924; Q39160; Q8RWM6; O23138; Q9LQY3; P11139; Q5S2C3; F4K0A6; O82481; P25858; Q9M2K0; F4IUG9; O80856; F4IRU3; F4IVR7; Q9M117; Q9T0G2; P29517; Q0WPU1
Shigellosis,n/a,map05131,29,241,7.2645121648613E-08,9.15847426498586E-07,"Q9SRZ0, Q9LQQ9, Q9SY65, Q9FX60, O23138, Q9FR53, Q9FVS6, Q9CAB6, Q1EC66, Q9FFI2, Q9FKT3, Q9FE63, Q39032, Q944C2, O82481, Q9FKQ3, P35134, Q9C9Y7, P42818, Q39256, Q9M367, Q9C566, Q42449, O80856, Q9M117, P0CH33, Q9T0G2, Q9M0E5, P59169",,Q9SRZ0; Q9LQQ9; Q9SY65; Q9FX60; O23138; Q9FR53; Q9FVS6; Q9CAB6; Q1EC66; Q9FFI2; Q9FKT3; Q9FE63; Q39032; Q944C2; O82481; Q9FKQ3; P35134; Q9C9Y7; P42818; Q39256; Q9M367; Q9C566; Q42449; O80856; Q9M117; P0CH33; Q9T0G2; Q9M0E5; P59169
