#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
"Glycine, serine and threonine metabolism",n/a,map00260,2,123,0.085885812305784,0.163392520971979,"Q9S702, Q9SR86",,Q9S702; Q9SR86
Tyrosine metabolism,n/a,map00350,1,59,0.208826396153436,0.276075574575729,Q67Y55,,Q67Y55
Phenylalanine metabolism,n/a,map00360,1,49,0.177321840332189,0.251474609925649,Q67Y55,,Q67Y55
Isoquinoline alkaloid biosynthesis,n/a,map00950,1,32,0.120864779940884,0.204944626856281,Q67Y55,,Q67Y55
"Tropane, piperidine and pyridine alkaloid biosynthesis",n/a,map00960,1,54,0.193227562687176,0.259857756717236,Q67Y55,,Q67Y55
Phenylpropanoid biosynthesis,n/a,map00940,7,280,0.000151060970682865,0.00196379261887725,"B3H5Q1, Q682B4, F4JW83, Q39034, Q9LVF0, Q9SMU8, O81755",,B3H5Q1; Q682B4; F4JW83; Q39034; Q9LVF0; Q9SMU8; O81755
Starch and sucrose metabolism,n/a,map00500,6,276,0.000908439324668754,0.0101226096177375,"B3H5Q1, F4I1A6, Q682B4, Q9C9H5, F4KFG5, Q9LIB9",,B3H5Q1; F4I1A6; Q682B4; Q9C9H5; F4KFG5; Q9LIB9
Cyanoamino acid metabolism,n/a,map00460,3,104,0.00864248060712799,0.0374507492975546,"B3H5Q1, Q682B4, P32962",,B3H5Q1; Q682B4; P32962
Type I diabetes mellitus,n/a,map04940,1,19,0.0750970633285159,0.154146603674322,Q9ZPS4,,Q9ZPS4
Longevity regulating pathway - worm,n/a,map04212,3,180,0.0352919979280822,0.105875993784247,"Q9SHH7, Q8GYM1, Q9ZW27",,Q9SHH7; Q8GYM1; Q9ZW27
Protein processing in endoplasmic reticulum,n/a,map04141,3,364,0.173219267053778,0.250205607966568,"P13853, P19037, Q38806",,P13853; P19037; Q38806
alpha-Linolenic acid metabolism,n/a,map00592,1,71,0.245046611676868,0.308284446948318,Q8LAH7,,Q8LAH7
Sphingolipid signaling pathway,n/a,map04071,1,119,0.374116512422468,0.411001238999331,Q9ZPH4,,Q9ZPH4
Carbon metabolism,n/a,map01200,1,480,1,1.00645161290323,P28297,,P28297
Fatty acid metabolism,n/a,map01212,1,111,0.354246410477927,0.394731714532547,Q9M880,,Q9M880
Biosynthesis of unsaturated fatty acids,n/a,map01040,1,38,0.141219137769369,0.224797811143078,Q9M880,,Q9M880
Glyoxylate and dicarboxylate metabolism,n/a,map00630,1,144,0.432362501958657,0.455733448010477,P28297,,P28297
Circadian rhythm - plant,n/a,map04712,3,71,0.00310179692911536,0.0241940160470998,"O24646, Q8W1E3, Q8L500",,O24646; Q8W1E3; Q8L500
Nitrogen metabolism,n/a,map00910,1,79,0.268269330481953,0.321923196578344,P32962,,P32962
Prion diseases,n/a,map05020,1,20,0.0787005321021921,0.153466037599275,Q9STH1,,Q9STH1
Glucosinolate biosynthesis,n/a,map00966,7,47,1.96936215216934E-09,5.12034159564029E-08,"Q9LPM8, Q9FN52, Q9LE06, Q501D8, P48421, O65782, O81346",,Q9LPM8; Q9FN52; Q9LE06; Q501D8; P48421; O65782; O81346
2-Oxocarboxylic acid metabolism,n/a,map01210,8,126,6.78385264283473E-08,1.32285126535277E-06,"Q9LPM8, Q9FN52, Q9S702, Q9LE06, Q501D8, P48421, O65782, O81346",,Q9LPM8; Q9FN52; Q9S702; Q9LE06; Q501D8; P48421; O65782; O81346
Drug metabolism - other enzymes,n/a,map00983,3,141,0.0191048471099422,0.0677353670261586,"Q9SHH7, Q8GYM1, Q9ZW27",,Q9SHH7; Q8GYM1; Q9ZW27
Amino sugar and nucleotide sugar metabolism,n/a,map00520,4,249,0.0177573651754463,0.0659559277945149,"Q9LY82, O24603, F4JTY7, O81862",,Q9LY82; O24603; F4JTY7; O81862
Zeatin biosynthesis,n/a,map00908,2,59,0.0238186741780331,0.0774106910786076,"Q9LTS3, Q9FUJ2",,Q9LTS3; Q9FUJ2
"Phenylalanine, tyrosine and tryptophan biosynthesis",n/a,map00400,1,85,0.285217331455585,0.337075028083874,Q67Y55,,Q67Y55
Biosynthesis of amino acids,n/a,map01230,2,419,0.681448301092968,0.69938115112173,"Q9LPM8, Q9S702",,Q9LPM8; Q9S702
Cysteine and methionine metabolism,n/a,map00270,5,201,0.00136215128212297,0.0118053111117324,"Q9LPM8, Q9S7T9, Q9S702, Q9SR86, Q67Y55",,Q9LPM8; Q9S7T9; Q9S702; Q9SR86; Q67Y55
"Valine, leucine and isoleucine biosynthesis",n/a,map00290,1,39,0.144565512019004,0.225522198749646,Q9LPM8,,Q9LPM8
Pantothenate and CoA biosynthesis,n/a,map00770,1,47,0.170872276837253,0.251472407420863,Q9LPM8,,Q9LPM8
Pathways in cancer,n/a,map05200,3,283,0.101871963205356,0.189190788809946,"Q9SHH7, Q8GYM1, Q9ZW27",,Q9SHH7; Q8GYM1; Q9ZW27
Terpenoid backbone biosynthesis,n/a,map00900,1,105,0.33893183213232,0.383140331975666,Q9LHR4,,Q9LHR4
"Cutin, suberine and wax biosynthesis",n/a,map00073,1,52,0.186902435160541,0.260328391830753,Q9FFQ7,,Q9FFQ7
Carotenoid biosynthesis,n/a,map00906,1,44,0.161103204245732,0.241654806368599,Q9M9F5,,Q9M9F5
Hepatocellular carcinoma,n/a,map05225,3,119,0.0123184440642306,0.0480419318504992,"Q9SHH7, Q8GYM1, Q9ZW27",,Q9SHH7; Q8GYM1; Q9ZW27
Lysine biosynthesis,n/a,map00300,1,30,0.113973573881353,0.197554194727679,Q9S702,,Q9S702
GABAergic synapse,n/a,map04727,1,53,0.190071160412804,0.260097377406995,Q9ZPS4,,Q9ZPS4
Fluid shear stress and atherosclerosis,n/a,map05418,3,197,0.0439911924675572,0.127085667128499,"Q9SHH7, Q8GYM1, Q9ZW27",,Q9SHH7; Q8GYM1; Q9ZW27
RNA transport,n/a,map03013,1,285,1,1.00645161290323,F4J1N5,,F4J1N5
Glycerophospholipid metabolism,n/a,map00564,1,164,0.47503920046234,0.494040768480834,Q9FLM1,,Q9FLM1
Fatty acid biosynthesis,n/a,map00061,1,65,0.227148214750747,0.295292679175971,Q9M880,,Q9M880
Quorum sensing,n/a,map02024,2,115,0.0767149624334566,0.153429924866913,"Q9LTZ0, Q9ZPS4",,Q9LTZ0; Q9ZPS4
Nucleotide excision repair,n/a,map03420,1,120,0.376556983750729,0.407936732396623,Q9ZQH2,,Q9ZQH2
Pentose and glucuronate interconversions,n/a,map00040,4,152,0.00338730504995723,0.024019072172424,"O04474, Q9LY82, Q9LTZ0, Q8RXK7",,O04474; Q9LY82; Q9LTZ0; Q8RXK7
Galactose metabolism,n/a,map00052,2,96,0.0563464574728192,0.141774957512255,"O80518, Q9LIB9",,O80518; Q9LIB9
Aminoacyl-tRNA biosynthesis,n/a,map00970,1,88,0.293543861313249,0.341737629588558,F4K2L4,,F4K2L4
Two-component system,n/a,map02020,2,99,0.0594187277185568,0.132418878915641,"Q9C9H5, Q8RXK7",,Q9C9H5; Q8RXK7
Glutathione metabolism,n/a,map00480,4,172,0.00518815615273169,0.0311289369163901,"Q9SHH7, Q8GYM1, Q1PER6, Q9ZW27",,Q9SHH7; Q8GYM1; Q1PER6; Q9ZW27
Novobiocin biosynthesis,n/a,map00401,1,12,0.049475893803514,0.133073093678417,Q67Y55,,Q67Y55
Ubiquinone and other terpenoid-quinone biosynthesis,n/a,map00130,2,67,0.0299212650727031,0.0933543470268335,"Q9M9V6, Q67Y55",,Q9M9V6; Q67Y55
DNA replication,n/a,map03030,1,78,0.265405931940215,0.323463479552137,Q9ZQH2,,Q9ZQH2
Sphingolipid metabolism,n/a,map00600,1,37,0.13785970043635,0.224022013209069,Q9ZPH4,,Q9ZPH4
Inositol phosphate metabolism,n/a,map00562,1,127,0.393376447926625,0.420320040250366,O82200,,O82200
Platinum drug resistance,n/a,map01524,3,115,0.0112639571318946,0.0462415082256725,"Q9SHH7, Q8GYM1, Q9ZW27",,Q9SHH7; Q8GYM1; Q9ZW27
Aminobenzoate degradation,n/a,map00627,1,16,0.0642020507714324,0.139104443338103,P32962,,P32962
Styrene degradation,n/a,map00643,1,17,0.0678478775318634,0.143030660742847,P32962,,P32962
Ferroptosis,n/a,map04216,1,43,0.157821389005801,0.241373889067696,O80905,,O80905
"Alanine, aspartate and glutamate metabolism",n/a,map00250,2,97,0.0573641756242093,0.135588051475404,"Q9SR86, Q9ZPS4",,Q9SR86; Q9ZPS4
Metabolism of xenobiotics by cytochrome P450,n/a,map00980,3,89,0.00570713964556813,0.031796920882451,"Q9SHH7, Q8GYM1, Q9ZW27",,Q9SHH7; Q8GYM1; Q9ZW27
Drug metabolism - cytochrome P450,n/a,map00982,3,92,0.00623676192706997,0.0304042143944661,"Q9SHH7, Q8GYM1, Q9ZW27",,Q9SHH7; Q8GYM1; Q9ZW27
Mineral absorption,n/a,map04978,1,29,0.110507783394801,0.195900161472601,O80905,,O80905
Diterpenoid biosynthesis,n/a,map00904,4,40,2.72806166429909E-05,0.000425577619630658,"Q8LEA2, Q9C971, Q9ZT84, O49561",,Q8LEA2; Q9C971; Q9ZT84; O49561
Base excision repair,n/a,map03410,1,68,0.23614972532371,0.301961943856547,Q9ZQH2,,Q9ZQH2
Chemical carcinogenesis,n/a,map05204,3,84,0.00488643118794043,0.0317618027216128,"Q9SHH7, Q8GYM1, Q9ZW27",,Q9SHH7; Q8GYM1; Q9ZW27
Sesquiterpenoid and triterpenoid biosynthesis,n/a,map00909,2,30,0.00695181673575437,0.0318965709052259,"Q9FI37, Q9T0J9",,Q9FI37; Q9T0J9
Butanoate metabolism,n/a,map00650,1,34,0.127702500244916,0.211931808917095,Q9ZPS4,,Q9ZPS4
Taurine and hypotaurine metabolism,n/a,map00430,1,14,0.0568676534097627,0.138614905186297,Q9ZPS4,,Q9ZPS4
Biosynthesis of siderophore group nonribosomal peptides,n/a,map01053,1,4,0.0193262267208597,0.0655411167055243,Q9M9V6,,Q9M9V6
